id,fragility_model_id,reviewer,source,basis,num_observations,reference_id,edp_metric,edp_unit,ds_rank,ds_description,median,beta,probability
D3032.012l-4,D3032.012l,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,4,Equipment damaged beyond repair but anchorage is OK.,,,0.25
D3032.013a-1,D3032.013a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D3032.013a-2,D3032.013a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D3032.013b-1,D3032.013b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Equipment does not function but anchorage is OK. Motor is damaged.,1.84,0.6,0.5
D3032.013b-2,D3032.013b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Equipment does not function but anchorage is OK. Equipment damaged beyond repair.,1.84,0.6,0.5
D3032.013c-1,D3032.013c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D3032.013c-2,D3032.013c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D3032.013c-3,D3032.013c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,Motor damaged but anchorage is OK.,,,0.25
D3032.013c-4,D3032.013c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,4,Equipment damaged beyond repair but anchorage is OK.,,,0.25
D3032.013d-1,D3032.013d,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D3032.013d-2,D3032.013d,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D3032.013e-1,D3032.013e,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Equipment does not function but anchorage is OK. Motor is damaged.,1.84,0.6,0.5
D3032.013e-2,D3032.013e,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Equipment does not function but anchorage is OK. Equipment damaged beyond repair.,1.84,0.6,0.5
D3032.013f-1,D3032.013f,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D3032.013f-2,D3032.013f,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D3032.013f-3,D3032.013f,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,Motor damaged but anchorage is OK.,,,0.25
D3032.013f-4,D3032.013f,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,4,Equipment damaged beyond repair but anchorage is OK.,,,0.25
D3032.013g-1,D3032.013g,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D3032.013g-2,D3032.013g,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D3032.013h-1,D3032.013h,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Equipment does not function but anchorage is OK. Motor is damaged.,1.84,0.6,0.5
D3032.013h-2,D3032.013h,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Equipment does not function but anchorage is OK. Equipment damaged beyond repair.,1.84,0.6,0.5
D3032.013i-1,D3032.013i,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D3032.013i-2,D3032.013i,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D3032.013i-3,D3032.013i,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,Motor damaged but anchorage is OK.,,,0.25
D3032.013i-4,D3032.013i,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,4,Equipment damaged beyond repair but anchorage is OK.,,,0.25
D3032.013j-1,D3032.013j,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D3032.013j-2,D3032.013j,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D3032.013k-1,D3032.013k,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Equipment does not function but anchorage is OK. Motor is damaged.,1.84,0.6,0.5
D3032.013k-2,D3032.013k,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Equipment does not function but anchorage is OK. Equipment damaged beyond repair.,1.84,0.6,0.5
D3032.013l-1,D3032.013l,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D3032.013l-2,D3032.013l,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D3032.013l-3,D3032.013l,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,Motor damaged but anchorage is OK.,,,0.25
D3032.013l-4,D3032.013l,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,4,Equipment damaged beyond repair but anchorage is OK.,,,0.25
D3041.001a-1,D3041.001a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Bellows fails at fans.,1.92,0.5,1.0
D3041.001a-2,D3041.001a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Fan dislodges from isolators and drops.,2.4,0.5,1.0
D3041.001b-1,D3041.001b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Bellows fails at fans.,1.92,0.5,1.0
D3041.001b-2,D3041.001b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Fan dislodges from isolators and drops.,2.4,0.5,1.0
D3041.001c-1,D3041.001c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Bellows fails at fans.,2.25,0.4,1.0
D3041.001c-2,D3041.001c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Fan dislodges from isolators and drops.,2.6,0.4,1.0
D3041.001d-1,D3041.001d,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Bellows fails at fans.,2.25,0.4,1.0
D3041.001d-2,D3041.001d,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Fan dislodges from isolators and drops.,2.6,0.4,1.0
D3041.002a-1,D3041.002a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Bellows fails at fans.,1.9,0.4,1.0
D3041.002b-1,D3041.002b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Bellows fails at fans.,1.9,0.4,1.0
D3041.002c-1,D3041.002c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Bellows fails at fans.,2.25,0.4,1.0
D3041.002d-1,D3041.002d,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Bellows fails at fans.,2.25,0.4,1.0
D3041.011a-1,D3041.011a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Individual supports fail and duct sags - 1 failed support per 1000 feet of ducting.,1.5,0.4,1.0
D3041.011a-2,D3041.011a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Several adjacent supports fail and sections of ducting fall - 60 feet of ducting fail and fall per 1000 foot of ducting.,2.25,0.4,1.0
D3041.011b-1,D3041.011b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Individual supports fail and duct sags - 1 failed support per 1000 feet of ducting.,1.5,0.4,1.0
D3041.011b-2,D3041.011b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Several adjacent supports fail and sections of ducting fall - 60 feet of ducting fail and fall per 1000 foot of ducting.,2.25,0.4,1.0
D3041.011c-1,D3041.011c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Individual supports fail and duct sags - 1 failed support per 1000 feet of ducting.,1.5,0.4,1.0
D3041.011c-2,D3041.011c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Several adjacent supports fail and sections of ducting fall - 60 feet of ducting fail and fall per 1000 foot of ducting.,2.25,0.4,1.0
D3041.011d-1,D3041.011d,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Individual supports fail and duct sags - 1 failed support per 1000 feet of ducting.,1.5,0.4,1.0
D3041.011d-2,D3041.011d,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Several adjacent supports fail and sections of ducting fall - 60 feet of ducting fail and fall per 1000 foot of ducting.,2.25,0.4,1.0
D3041.012a-1,D3041.012a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Individual supports fail and duct sags - 1 failed support per 1000 feet of ducting.,1.5,0.4,1.0
D3041.012a-2,D3041.012a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Several adjacent supports fail and sections of ducting fall - 60 feet of ducting fail and fall per 1000 foot of ducting.,2.25,0.4,1.0
D3041.012b-1,D3041.012b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Individual supports fail and duct sags - 1 failed support per 1000 feet of ducting.,1.5,0.4,1.0
D3041.012b-2,D3041.012b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Several adjacent supports fail and sections of ducting fall - 60 feet of ducting fail and fall per 1000 foot of ducting.,2.25,0.4,1.0
D3041.012c-1,D3041.012c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Individual supports fail and duct sags - 1 failed support per 1000 feet of ducting.,3.75,0.4,1.0
D3041.012c-2,D3041.012c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Several adjacent supports fail and sections of ducting fall - 60 feet of ducting fail and fall per 1000 foot of ducting.,4.5,0.4,1.0
D3041.012d-1,D3041.012d,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Individual supports fail and duct sags - 1 failed support per 1000 feet of ducting.,3.75,0.4,1.0
D3041.012d-2,D3041.012d,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Several adjacent supports fail and sections of ducting fall - 60 feet of ducting fail and fall per 1000 foot of ducting.,4.5,0.4,1.0
D3041.021a-1,D3041.021a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Individual supports fail and duct sags - 1 failed support per 1000 feet of ducting.,1.5,0.4,1.0
D3041.021a-2,D3041.021a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Several adjacent supports fail and sections of ducting fall - 60 feet of ducting fail and fall per 1000 foot of ducting.,2.25,0.4,1.0
D3041.021b-1,D3041.021b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Individual supports fail and duct sags - 1 failed support per 1000 feet of ducting.,1.5,0.4,1.0
D3041.021b-2,D3041.021b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Several adjacent supports fail and sections of ducting fall - 60 feet of ducting fail and fall per 1000 foot of ducting.,2.25,0.4,1.0
D3041.021c-1,D3041.021c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Individual supports fail and duct sags - 1 failed support per 1000 feet of ducting.,1.5,0.4,1.0
D3041.021c-2,D3041.021c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Several adjacent supports fail and sections of ducting fall - 60 feet of ducting fail and fall per 1000 foot of ducting.,2.25,0.4,1.0
D3041.021d-1,D3041.021d,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Individual supports fail and duct sags - 1 failed support per 1000 feet of ducting.,1.5,0.4,1.0
D3041.021d-2,D3041.021d,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Several adjacent supports fail and sections of ducting fall - 60 feet of ducting fail and fall per 1000 foot of ducting.,2.25,0.4,1.0
D3041.022a-1,D3041.022a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Individual supports fail and duct sags - 1 failed support per 1000 feet of ducting.,1.5,0.4,1.0
D3041.022a-2,D3041.022a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Several adjacent supports fail and sections of ducting fall - 60 feet of ducting fail and fall per 1000 foot of ducting.,2.25,0.4,1.0
D3041.022b-1,D3041.022b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Individual supports fail and duct sags - 1 failed support per 1000 feet of ducting.,1.5,0.4,1.0
D3041.022b-2,D3041.022b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Several adjacent supports fail and sections of ducting fall - 60 feet of ducting fail and fall per 1000 foot of ducting.,2.25,0.4,1.0
D3041.022c-1,D3041.022c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Individual supports fail and duct sags - 1 failed support per 1000 feet of ducting.,3.75,0.4,1.0
D3041.022c-2,D3041.022c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Several adjacent supports fail and sections of ducting fall - 60 feet of ducting fail and fall per 1000 foot of ducting.,4.5,0.4,1.0
D3041.022d-1,D3041.022d,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Individual supports fail and duct sags - 1 failed support per 1000 feet of ducting.,3.75,0.4,1.0
D3041.022d-2,D3041.022d,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Several adjacent supports fail and sections of ducting fall - 60 feet of ducting fail and fall per 1000 foot of ducting.,4.5,0.4,1.0
D3041.031a-1,D3041.031a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,HVAC drops or diffusers dislodges and falls.,1.3,0.4,1.0
D3041.031b-1,D3041.031b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,HVAC drops or diffusers dislodges and falls.,1.3,0.4,1.0
D3041.032a-1,D3041.032a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,HVAC drops or diffusers dislodges and falls.,1.5,0.4,1.0
D3041.032b-1,D3041.032b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,HVAC drops or diffusers dislodges and falls.,1.5,0.4,1.0
D3041.032c-1,D3041.032c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,HVAC drops or diffusers dislodges and falls.,1.5,0.4,1.0
D3041.032d-1,D3041.032d,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,HVAC drops or diffusers dislodges and falls.,1.5,0.4,1.0
D3041.041a-1,D3041.041a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Coil damages connection to plumbing.  Leakage of hot water.,1.9,0.4,1.0
D3041.041b-1,D3041.041b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Coil damages connection to plumbing.  Leakage of hot water.,1.9,0.4,1.0
D3041.101a-1,D3041.101a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative.",0.5,0.4,1.0
D3041.102a-1,D3041.102a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D3041.102a-2,D3041.102a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D3041.102b-1,D3041.102b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative but anchorage is OK.",1.0,0.6,1.0
D3041.102c-1,D3041.102c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D3041.102c-2,D3041.102c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D3041.102c-3,D3041.102c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,"Damaged, Inoperative but anchorage is OK",,,0.5
D3041.103a-1,D3041.103a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D3041.103a-2,D3041.103a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D3041.103b-1,D3041.103b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative but anchorage is OK.",4.8,0.6,1.0
D3041.103c-1,D3041.103c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D3041.103c-2,D3041.103c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D3041.103c-3,D3041.103c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,"Damaged, Inoperative but anchorage is OK",,,0.5
D3052.011a-1,D3052.011a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Equipment does not function. Damage to attached ducting or piping.,0.25,0.4,0.67
D3052.011a-2,D3052.011a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Equipment does not function Equipment damaged beyond repair.,0.25,0.4,0.33
D3052.011b-1,D3052.011b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Equipment does not function. Damage to attached ducting or piping.,0.25,0.4,0.67
D3052.011b-2,D3052.011b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Equipment does not function Equipment damaged beyond repair.,0.25,0.4,0.33
D3052.011c-1,D3052.011c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Equipment does not function. Damage to attached ducting or piping.,0.25,0.4,0.67
D3052.011c-2,D3052.011c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Equipment does not function Equipment damaged beyond repair.,0.25,0.4,0.33
D3052.011d-1,D3052.011d,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Equipment does not function. Damage to attached ducting or piping.,0.25,0.4,0.67
D3052.011d-2,D3052.011d,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Equipment does not function Equipment damaged beyond repair.,0.25,0.4,0.33
D3052.013a-1,D3052.013a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D3052.013a-2,D3052.013a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D3052.013b-1,D3052.013b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Equipment does not function but anchorage is OK. Damage to attached ducting or piping.,1.54,0.6,0.67
D3052.013b-2,D3052.013b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Equipment does not function but anchorage is OK. Equipment damaged beyond repair.,1.54,0.6,0.33
D3052.013c-1,D3052.013c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D3052.013c-2,D3052.013c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D3052.013c-3,D3052.013c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,Damage to attached ducting or piping but anchorage is OK.,,,0.35
D3052.013c-4,D3052.013c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,4,Equipment damaged beyond repair but anchorage is OK.,,,0.15
D3052.013d-1,D3052.013d,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D3052.013d-2,D3052.013d,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D3052.013e-1,D3052.013e,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Equipment does not function but anchorage is OK. Damage to attached ducting or piping.,1.54,0.6,0.67
D3052.013e-2,D3052.013e,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Equipment does not function but anchorage is OK. Equipment damaged beyond repair.,1.54,0.6,0.33
D3052.013f-1,D3052.013f,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D3052.013f-2,D3052.013f,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D3052.013f-3,D3052.013f,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,Damage to attached ducting or piping but anchorage is OK.,,,0.35
D3052.013f-4,D3052.013f,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,4,Equipment damaged beyond repair but anchorage is OK.,,,0.15
D3052.013g-1,D3052.013g,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D3052.013g-2,D3052.013g,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D3052.013h-1,D3052.013h,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Equipment does not function but anchorage is OK. Damage to attached ducting or piping.,1.54,0.6,0.67
D3052.013h-2,D3052.013h,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Equipment does not function but anchorage is OK. Equipment damaged beyond repair.,1.54,0.6,0.33
D3052.013i-1,D3052.013i,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D3052.013i-2,D3052.013i,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D3052.013i-3,D3052.013i,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,Damage to attached ducting or piping but anchorage is OK.,,,0.35
D3052.013i-4,D3052.013i,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,4,Equipment damaged beyond repair but anchorage is OK.,,,0.15
D3052.013j-1,D3052.013j,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D3052.013j-2,D3052.013j,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D3052.013k-1,D3052.013k,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Equipment does not function but anchorage is OK. Damage to attached ducting or piping.,1.54,0.6,0.67
D3052.013k-2,D3052.013k,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Equipment does not function but anchorage is OK. Equipment damaged beyond repair.,1.54,0.6,0.33
D3052.013l-1,D3052.013l,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D3052.013l-2,D3052.013l,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D3052.013l-3,D3052.013l,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,Damage to attached ducting or piping but anchorage is OK.,,,0.35
D3052.013l-4,D3052.013l,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,4,Equipment damaged beyond repair but anchorage is OK.,,,0.15
D3067.011a-1,D3067.011a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative.",0.69,0.4,1.0
D3067.012a-1,D3067.012a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D3067.012a-2,D3067.012a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D3067.012b-1,D3067.012b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative but anchorage is OK.",3.0,0.4,1.0
D3067.012c-1,D3067.012c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D3067.012c-2,D3067.012c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
