id,group_id,reviewer,source,basis,num_observations,reference_id,p58_fragility,nistir_id,comp_type,sub_type,detailing,material,size_class,comp_description,edp_metric,edp_unit,ds_rank,ds_description,median,beta,probability
D5092.031b-3,D5092.031b,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.031b,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 350 to <750 kVA - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit and is based upon 500 kVa.,"Peak Floor Acceleration, horizontal",g,3,"Damaged, inoperative. Minor electrical damage, e.g., failed relay.",0.9,0.4,0.1
D5092.031b-4,D5092.031b,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.031b,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 350 to <750 kVA - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit and is based upon 500 kVa.,"Peak Floor Acceleration, horizontal",g,4,"Damaged, inoperative. Exhaust line disconnected at expansion bellows.",0.9,0.4,0.1
D5092.031c-1,D5092.031c,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.031c,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 750 to 1200 kVA - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit and is based upon 1000 kVa.,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative. Pipes and nozzles damaged.",0.9,0.4,0.7
D5092.031c-2,D5092.031c,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.031c,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 750 to 1200 kVA - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit and is based upon 1000 kVa.,"Peak Floor Acceleration, horizontal",g,2,"Damaged, inoperative. Drive shaft misalignment.",0.9,0.4,0.1
D5092.031c-3,D5092.031c,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.031c,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 750 to 1200 kVA - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit and is based upon 1000 kVa.,"Peak Floor Acceleration, horizontal",g,3,"Damaged, inoperative. Minor electrical damage, e.g., failed relay.",0.9,0.4,0.1
D5092.031c-4,D5092.031c,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.031c,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 750 to 1200 kVA - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit and is based upon 1000 kVa.,"Peak Floor Acceleration, horizontal",g,4,"Damaged, inoperative. Exhaust line disconnected at expansion bellows.",0.9,0.4,0.1
D5092.031d-1,D5092.031d,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.031d,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 1200 to 2000 kVa - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit and is based upon 1500 kVa.,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative. Pipes and nozzles damaged.",0.9,0.4,0.7
D5092.031d-2,D5092.031d,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.031d,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 1200 to 2000 kVa - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit and is based upon 1500 kVa.,"Peak Floor Acceleration, horizontal",g,2,"Damaged, inoperative. Drive shaft misalignment.",0.9,0.4,0.1
D5092.031d-3,D5092.031d,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.031d,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 1200 to 2000 kVa - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit and is based upon 1500 kVa.,"Peak Floor Acceleration, horizontal",g,3,"Damaged, inoperative. Minor electrical damage, e.g., failed relay.",0.9,0.4,0.1
D5092.031d-4,D5092.031d,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.031d,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 1200 to 2000 kVa - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit and is based upon 1500 kVa.,"Peak Floor Acceleration, horizontal",g,4,"Damaged, inoperative. Exhaust line disconnected at expansion bellows.",0.9,0.4,0.1
D5092.032a-1,D5092.032a,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.032a,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 100 to <350 kVA - Vibration isolated equipment that is not snubbed or restrained - Anchorage fragility only - Costing is per unit and is based upon 250 kVa.,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D5092.032a-2,D5092.032a,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.032a,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 100 to <350 kVA - Vibration isolated equipment that is not snubbed or restrained - Anchorage fragility only - Costing is per unit and is based upon 250 kVa.,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D5092.032b-1,D5092.032b,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.032b,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 100 to <350 kVA - Vibration isolated equipment that is not snubbed or restrained - Equipment fragility only - Costing is per unit and is based upon 250 kVa.,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative but anchorage is OK. Pipes and nozzles damaged.",1.07,0.4,0.7
D5092.032b-2,D5092.032b,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.032b,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 100 to <350 kVA - Vibration isolated equipment that is not snubbed or restrained - Equipment fragility only - Costing is per unit and is based upon 250 kVa.,"Peak Floor Acceleration, horizontal",g,2,"Damaged, inoperative but anchorage is OK. Drive shaft misalignment.",1.07,0.4,0.1
D5092.032b-3,D5092.032b,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.032b,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 100 to <350 kVA - Vibration isolated equipment that is not snubbed or restrained - Equipment fragility only - Costing is per unit and is based upon 250 kVa.,"Peak Floor Acceleration, horizontal",g,3,"Damaged, inoperative but anchorage is OK. Minor electrical damage, e.g., failed relay.",1.07,0.4,0.1
D5092.032b-4,D5092.032b,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.032b,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 100 to <350 kVA - Vibration isolated equipment that is not snubbed or restrained - Equipment fragility only - Costing is per unit and is based upon 250 kVa.,"Peak Floor Acceleration, horizontal",g,4,"Damaged, inoperative but anchorage is OK. Exhaust line disconnected at expansion bellows.",1.07,0.4,0.1
D5092.032c-1,D5092.032c,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.032c,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 100 to <350 kVA - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 250 kVa.,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D5092.032c-2,D5092.032c,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.032c,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 100 to <350 kVA - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 250 kVa.,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D5092.032c-3,D5092.032c,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.032c,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 100 to <350 kVA - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 250 kVa.,"Peak Floor Acceleration, horizontal",g,3,"Damaged, Inoperative but anchorage is OK",,,0.4
D5092.032c-4,D5092.032c,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.032c,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 100 to <350 kVA - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 250 kVa.,"Peak Floor Acceleration, horizontal",g,4,Equipment is damaged and inoperative but anchorage is OK.,,,0.05
D5092.032c-5,D5092.032c,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.032c,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 100 to <350 kVA - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 250 kVa.,"Peak Floor Acceleration, horizontal",g,5,Equipment is damaged and inoperative but anchorage is OK.,,,0.05
D5092.032d-1,D5092.032d,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.032d,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 350 to <750 kVA - Vibration isolated equipment that is not snubbed or restrained - Anchorage fragility only - Costing is per unit and is based upon 500 kVa.,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D5092.032d-2,D5092.032d,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.032d,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 350 to <750 kVA - Vibration isolated equipment that is not snubbed or restrained - Anchorage fragility only - Costing is per unit and is based upon 500 kVa.,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D5092.032e-1,D5092.032e,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.032e,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 350 to <750 kVA - Vibration isolated equipment that is not snubbed or restrained - Equipment fragility only - Costing is per unit and is based upon 500 kVa.,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative but anchorage is OK. Pipes and nozzles damaged.",1.07,0.4,0.7
D5092.032e-2,D5092.032e,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.032e,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 350 to <750 kVA - Vibration isolated equipment that is not snubbed or restrained - Equipment fragility only - Costing is per unit and is based upon 500 kVa.,"Peak Floor Acceleration, horizontal",g,2,"Damaged, inoperative but anchorage is OK. Drive shaft misalignment.",1.07,0.4,0.1
D5092.032e-3,D5092.032e,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.032e,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 350 to <750 kVA - Vibration isolated equipment that is not snubbed or restrained - Equipment fragility only - Costing is per unit and is based upon 500 kVa.,"Peak Floor Acceleration, horizontal",g,3,"Damaged, inoperative but anchorage is OK. Minor electrical damage, e.g., failed relay.",1.07,0.4,0.1
D5092.032e-4,D5092.032e,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.032e,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 350 to <750 kVA - Vibration isolated equipment that is not snubbed or restrained - Equipment fragility only - Costing is per unit and is based upon 500 kVa.,"Peak Floor Acceleration, horizontal",g,4,"Damaged, inoperative but anchorage is OK. Exhaust line disconnected at expansion bellows.",1.07,0.4,0.1
D5092.032f-1,D5092.032f,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.032f,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 350 to <750 kVA - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 500 kVa.,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D5092.032f-2,D5092.032f,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.032f,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 350 to <750 kVA - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 500 kVa.,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D5092.032f-3,D5092.032f,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.032f,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 350 to <750 kVA - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 500 kVa.,"Peak Floor Acceleration, horizontal",g,3,"Damaged, Inoperative but anchorage is OK",,,0.4
D5092.032f-4,D5092.032f,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.032f,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 350 to <750 kVA - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 500 kVa.,"Peak Floor Acceleration, horizontal",g,4,Equipment is damaged and inoperative but anchorage is OK.,,,0.05
D5092.032f-5,D5092.032f,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.032f,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 350 to <750 kVA - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 500 kVa.,"Peak Floor Acceleration, horizontal",g,5,Equipment is damaged and inoperative but anchorage is OK.,,,0.05
D5092.032g-1,D5092.032g,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.032g,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 750 to 1200 kVA - Vibration isolated equipment that is not snubbed or restrained - Anchorage fragility only - Costing is per unit and is based upon 1000 kVa.,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D5092.032g-2,D5092.032g,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.032g,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 750 to 1200 kVA - Vibration isolated equipment that is not snubbed or restrained - Anchorage fragility only - Costing is per unit and is based upon 1000 kVa.,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D5092.032h-1,D5092.032h,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.032h,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 750 to 1200 kVA - Vibration isolated equipment that is not snubbed or restrained - Equipment fragility only - Costing is per unit and is based upon 1000 kVa.,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative but anchorage is OK. Pipes and nozzles damaged.",1.07,0.4,0.7
D5092.032h-2,D5092.032h,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.032h,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 750 to 1200 kVA - Vibration isolated equipment that is not snubbed or restrained - Equipment fragility only - Costing is per unit and is based upon 1000 kVa.,"Peak Floor Acceleration, horizontal",g,2,"Damaged, inoperative but anchorage is OK. Drive shaft misalignment.",1.07,0.4,0.1
D5092.032h-3,D5092.032h,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.032h,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 750 to 1200 kVA - Vibration isolated equipment that is not snubbed or restrained - Equipment fragility only - Costing is per unit and is based upon 1000 kVa.,"Peak Floor Acceleration, horizontal",g,3,"Damaged, inoperative but anchorage is OK. Minor electrical damage, e.g., failed relay.",1.07,0.4,0.1
D5092.032h-4,D5092.032h,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.032h,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 750 to 1200 kVA - Vibration isolated equipment that is not snubbed or restrained - Equipment fragility only - Costing is per unit and is based upon 1000 kVa.,"Peak Floor Acceleration, horizontal",g,4,"Damaged, inoperative but anchorage is OK. Exhaust line disconnected at expansion bellows.",1.07,0.4,0.1
D5092.032i-1,D5092.032i,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.032i,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 750 to 1200 kVA - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 1000 kVa.,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D5092.032i-2,D5092.032i,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.032i,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 750 to 1200 kVA - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 1000 kVa.,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D5092.032i-3,D5092.032i,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.032i,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 750 to 1200 kVA - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 1000 kVa.,"Peak Floor Acceleration, horizontal",g,3,"Damaged, Inoperative but anchorage is OK",,,0.4
D5092.032i-4,D5092.032i,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.032i,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 750 to 1200 kVA - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 1000 kVa.,"Peak Floor Acceleration, horizontal",g,4,Equipment is damaged and inoperative but anchorage is OK.,,,0.05
D5092.032i-5,D5092.032i,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.032i,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 750 to 1200 kVA - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 1000 kVa.,"Peak Floor Acceleration, horizontal",g,5,Equipment is damaged and inoperative but anchorage is OK.,,,0.05
D5092.032j-1,D5092.032j,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.032j,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 1200 to 2000 kVa - Vibration isolated equipment that is not snubbed or restrained - Anchorage fragility only - Costing is per unit and is based upon 1500 kVa.,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D5092.032j-2,D5092.032j,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.032j,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 1200 to 2000 kVa - Vibration isolated equipment that is not snubbed or restrained - Anchorage fragility only - Costing is per unit and is based upon 1500 kVa.,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D5092.032k-1,D5092.032k,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.032k,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 1200 to 2000 kVa - Vibration isolated equipment that is not snubbed or restrained - Equipment fragility only - Costing is per unit and is based upon 1500 kVa.,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative but anchorage is OK. Pipes and nozzles damaged.",1.07,0.4,0.7
D5092.032k-2,D5092.032k,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.032k,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 1200 to 2000 kVa - Vibration isolated equipment that is not snubbed or restrained - Equipment fragility only - Costing is per unit and is based upon 1500 kVa.,"Peak Floor Acceleration, horizontal",g,2,"Damaged, inoperative but anchorage is OK. Drive shaft misalignment.",1.07,0.4,0.1
D5092.032k-3,D5092.032k,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.032k,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 1200 to 2000 kVa - Vibration isolated equipment that is not snubbed or restrained - Equipment fragility only - Costing is per unit and is based upon 1500 kVa.,"Peak Floor Acceleration, horizontal",g,3,"Damaged, inoperative but anchorage is OK. Minor electrical damage, e.g., failed relay.",1.07,0.4,0.1
D5092.032k-4,D5092.032k,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.032k,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 1200 to 2000 kVa - Vibration isolated equipment that is not snubbed or restrained - Equipment fragility only - Costing is per unit and is based upon 1500 kVa.,"Peak Floor Acceleration, horizontal",g,4,"Damaged, inoperative but anchorage is OK. Exhaust line disconnected at expansion bellows.",1.07,0.4,0.1
D5092.032l-1,D5092.032l,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.032l,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 1200 to 2000 kVa - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 1500 kVa.,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D5092.032l-2,D5092.032l,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.032l,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 1200 to 2000 kVa - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 1500 kVa.,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D5092.032l-3,D5092.032l,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.032l,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 1200 to 2000 kVa - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 1500 kVa.,"Peak Floor Acceleration, horizontal",g,3,"Damaged, Inoperative but anchorage is OK",,,0.4
D5092.032l-4,D5092.032l,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.032l,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 1200 to 2000 kVa - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 1500 kVa.,"Peak Floor Acceleration, horizontal",g,4,Equipment is damaged and inoperative but anchorage is OK.,,,0.05
D5092.032l-5,D5092.032l,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.032l,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 1200 to 2000 kVa - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 1500 kVa.,"Peak Floor Acceleration, horizontal",g,5,Equipment is damaged and inoperative but anchorage is OK.,,,0.05
D5092.033a-1,D5092.033a,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.033a,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 100 to <350 kVA - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit and is based upon 250 kVa.,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D5092.033a-2,D5092.033a,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.033a,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 100 to <350 kVA - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit and is based upon 250 kVa.,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D5092.033b-1,D5092.033b,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.033b,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 100 to <350 kVA - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit and is based upon 250 kVa.,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative but anchorage is OK. Pipes and nozzles damaged.",2.0,0.2,0.7
D5092.033b-2,D5092.033b,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.033b,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 100 to <350 kVA - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit and is based upon 250 kVa.,"Peak Floor Acceleration, horizontal",g,2,"Damaged, inoperative but anchorage is OK. Drive shaft misalignment.",2.0,0.2,0.1
D5092.033b-3,D5092.033b,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.033b,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 100 to <350 kVA - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit and is based upon 250 kVa.,"Peak Floor Acceleration, horizontal",g,3,"Damaged, inoperative but anchorage is OK. Minor electrical damage, e.g., failed relay.",2.0,0.2,0.1
D5092.033b-4,D5092.033b,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.033b,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 100 to <350 kVA - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit and is based upon 250 kVa.,"Peak Floor Acceleration, horizontal",g,4,"Damaged, inoperative but anchorage is OK. Exhaust line disconnected at expansion bellows.",2.0,0.2,0.1
D5092.033c-1,D5092.033c,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.033c,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 100 to <350 kVA - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 250 kVa.,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D5092.033c-2,D5092.033c,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.033c,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 100 to <350 kVA - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 250 kVa.,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D5092.033c-3,D5092.033c,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.033c,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 100 to <350 kVA - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 250 kVa.,"Peak Floor Acceleration, horizontal",g,3,"Damaged, Inoperative but anchorage is OK",,,0.4
D5092.033c-4,D5092.033c,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.033c,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 100 to <350 kVA - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 250 kVa.,"Peak Floor Acceleration, horizontal",g,4,Equipment is damaged and inoperative but anchorage is OK.,,,0.05
D5092.033c-5,D5092.033c,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.033c,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 100 to <350 kVA - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 250 kVa.,"Peak Floor Acceleration, horizontal",g,5,Equipment is damaged and inoperative but anchorage is OK.,,,0.05
D5092.033d-1,D5092.033d,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.033d,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 350 to <750 kVA - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit and is based upon 500 kVa.,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D5092.033d-2,D5092.033d,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.033d,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 350 to <750 kVA - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit and is based upon 500 kVa.,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D5092.033e-1,D5092.033e,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.033e,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 350 to <750 kVA - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit and is based upon 500 kVa.,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative but anchorage is OK. Pipes and nozzles damaged.",2.0,0.2,0.7
D5092.033e-2,D5092.033e,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.033e,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 350 to <750 kVA - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit and is based upon 500 kVa.,"Peak Floor Acceleration, horizontal",g,2,"Damaged, inoperative but anchorage is OK. Drive shaft misalignment.",2.0,0.2,0.1
