id,reference_id,specimen,reviewer,nistir_id,p58_db,p58_fragility,comp_type,sub_type,detailing,material,size_class,test_type,loading_protocol,peak_test_amplitude,location,design_objective,comp_description,ds_description,proir_damage,is_repaired,edp_metric,edp_unit,edp_value,alt_edp_metric,alt_edp_unit,alt_edp_value,ds_rank,ds_class,notes
exp2227a,BAI-2014-SEI,DP-STR1(3),NIST,B2011,FALSE,'',Precast concrete cladding panels,Horizontal Sliding/Swaying,Threaded rod ,No detail,'',"Quasi-static Cyclic, uniaxial","Loading protocol based on ACI-374.1R, 2005",3.5% drift of specimen,"University of Canterbury, New Zealand",effect of the cladding presence upon the lateral resistance of the frame to be investigated,"1. Two half-bay, single storey (L=1875mm, H=2975mm, 120 mm thick; window size=L=915mm, H=1615mm).
2. Had a central, single opening where a window would normally be located. 
3. contained a single layer of reinforcement in each direction.The panels are reinforced with D12’s at 200 mm centres and D16 bars around the opening and external perimeter. 1.0 m length D16s also run diagonally at each corner opening
4. A 28 day concrete compressive strength of 40 MPa was specified for the panels. Grade
300 steel was used for reinforcement.
5. Metal angles were used as the bearing connections and were bolted into place using two M20 ferrule anchors cast into the panel and frame.
6. The panel connections were designed according to the requirements for parts and
components of NZS 1170.5 (2004).
7. short threaded rod connections:  two mild steel rods of 20 mm diameter connecting the cladding panel to the underside of the beam. The exposed length of the rods was 50 mm.
13. short threaded rod connections: Rod size=4x 20mm, Number of locations=2, Mild steel; Fixed-fixed ends 

",Complete rod failure,cracks in panel max 1.5mm width,0,Story Drift Ratio,Ratio,0.015,'','',,,Inconsequential,''
exp2229a,BAI-2014-SEI,MP-UFP1,NIST,B2011,FALSE,'',Precast concrete cladding panels,Horizontal Sliding/Swaying,U-shaped flexural plate (UFP),Not applicable,'',"Quasi-static Cyclic, uniaxial","Loading protocol based on ACI-374.1R, 2005",1.5% drift of specimen,"University of Canterbury, New Zealand","to determine if an optimal configuration existed, as well as to discover possible drawbacks from using the
connections","Configuration 1 corresponds to the RHS housing being fixed to the panel with the slot
facing outwards with the movement occurring between this outside face of the housing and
the metal angle on the underside of the beam.
1. Full-bay, singlestorey panel (L=3775mm, H=2975mm, 120mm thick; window size: L=2005mm, H=1615mm)
2. Had a central, single opening where a window would normally be located. 
3. contained a single layer of reinforcement in each direction.The panels are reinforced with D12’s at 200 mm centres and D16 bars around the opening and external perimeter. 1.0 m length D16s also run diagonally at each corner opening
4. A 28 day concrete compressive strength of 40 MPa was specified for the panels. Grade
300 steel was used for reinforcement.
5. The precast concrete panels were attached to the frame using two different connection
types: bearing connections and UFP connections. The bearing connections located at the
base of the panels, and the UFP connections were located at the top of the panel.
6. The UFP connections were bolted to the underside of the top beams using 300 mm long
t-channels that were cast into the concrete.
7. The connection to the panels made use of the 10 mm thick steel plates secured to the panel with four cast-in ferrule anchors. 
8. Including housed and unhoused UFPs as well as the UFPs in different orientations.
9. No of connections = 2 (2UFPs), UnHoused
10 UFP is 8 mm thick, 120 mm wide Grade 300 steel plate. The fabricator of the UFPs was a local spring maker who heated the plates prior to bending. Each UFP was bent around a fixed diameter of 120 mm.
","out-of-plane movement
of the panel being unacceptable",'',0,Story Drift Ratio,Ratio,0.015,'','',,,Inconsequential,''
exp2230a,BAI-2014-SEI,MP-UFP2,NIST,B2011,FALSE,'',Precast concrete cladding panels,Horizontal Sliding/Swaying,U-shaped flexural plate (UFP),Not applicable,'',"Quasi-static Cyclic, uniaxial","Loading protocol based on ACI-374.1R, 2005",1.5% drift of specimen,"University of Canterbury, New Zealand","to determine if an optimal configuration existed, as well as to discover possible drawbacks from using the
connections","Configuration 1 corresponds to the RHS housing being fixed to the panel with the slot
facing outwards with the movement occurring between this outside face of the housing and
the metal angle on the underside of the beam.
1. Full-bay, singlestorey panel (L=3775mm, H=2975mm, 120mm thick; window size: L=2005mm, H=1615mm)
2. Had a central, single opening where a window would normally be located. 
3. contained a single layer of reinforcement in each direction.The panels are reinforced with D12’s at 200 mm centres and D16 bars around the opening and external perimeter. 1.0 m length D16s also run diagonally at each corner opening
4. A 28 day concrete compressive strength of 40 MPa was specified for the panels. Grade
300 steel was used for reinforcement.
5. The precast concrete panels were attached to the frame using two different connection
types: bearing connections and UFP connections. The bearing connections located at the
base of the panels, and the UFP connections were located at the top of the panel.
6. The UFP connections were bolted to the underside of the top beams using 300 mm long
t-channels that were cast into the concrete.
7. The connection to the panels made use of the 10 mm thick steel plates secured to the panel with four cast-in ferrule anchors. 
8. Including housed and unhoused UFPs as well as the UFPs in different orientations.
9. No of connections = 2 (2UFPs+Slotted), UnHoused
10. slotted connections were attached to the top of the panel to provide out-of-plane restraint
11. UFP is 8 mm thick, 120 mm wide Grade 300 steel plate. The fabricator of the UFPs was a local spring maker who heated the plates prior to bending. Each UFP was bent around a fixed diameter of 120 mm.
",No Damage,cracks in the panel,0,Story Drift Ratio,Ratio,0.015,'','',,,No damage,''
exp2231a,BAI-2014-SEI,MP-UFP3,NIST,B2011,FALSE,'',Precast concrete cladding panels,Horizontal Sliding/Swaying,U-shaped flexural plate (UFP),Not applicable,'',"Quasi-static Cyclic, uniaxial","Loading protocol based on ACI-374.1R, 2005",3.5% drift of specimen,"University of Canterbury, New Zealand","to determine if an optimal configuration existed, as well as to discover possible drawbacks from using the
connections","Configuration 1 corresponds to the RHS housing being fixed to the panel with the slot
facing outwards with the movement occurring between this outside face of the housing and
the metal angle on the underside of the beam.
1. Full-bay, singlestorey panel (L=3775mm, H=2975mm, 120mm thick; window size: L=2005mm, H=1615mm)
2. Had a central, single opening where a window would normally be located. 
3. contained a single layer of reinforcement in each direction.The panels are reinforced with D12’s at 200 mm centres and D16 bars around the opening and external perimeter. 1.0 m length D16s also run diagonally at each corner opening
4. A 28 day concrete compressive strength of 40 MPa was specified for the panels. Grade
300 steel was used for reinforcement.
5. The precast concrete panels were attached to the frame using two different connection
types: bearing connections and UFP connections. The bearing connections located at the
base of the panels, and the UFP connections were located at the top of the panel.
6. The UFP connections were bolted to the underside of the top beams using 300 mm long
t-channels that were cast into the concrete.
7. The connection to the panels made use of the 10 mm thick steel plates secured to the panel with four cast-in ferrule anchors. 
8. Including housed and unhoused UFPs as well as the UFPs in different orientations.
9. No of connections = 2 (2UFPs), Housed
10. slotted connections were attached to the top of the panel to provide out-of-plane restraint
11. UFP is 8 mm thick, 120 mm wide Grade 300 steel plate. The fabricator of the UFPs was a local spring maker who heated the plates prior to bending. Each UFP was bent around a fixed diameter of 120 mm.
",No Damage,cracks in the panel,0,Story Drift Ratio,Ratio,0.035,'','',,,No damage,''
exp2232a,BAI-2014-SEI,MP-UFP4,NIST,B2011,FALSE,'',Precast concrete cladding panels,Horizontal Sliding/Swaying,U-shaped flexural plate (UFP),Not applicable,'',"Quasi-static Cyclic, uniaxial","Loading protocol based on ACI-374.1R, 2005",3.5% drift of specimen,"University of Canterbury, New Zealand","to determine if an optimal configuration existed, as well as to discover possible drawbacks from using the
connections","Configuration 1 corresponds to the RHS housing being fixed to the panel with the slot
facing outwards with the movement occurring between this outside face of the housing and
the metal angle on the underside of the beam.
1. Full-bay, singlestorey panel (L=3775mm, H=2975mm, 120mm thick; window size: L=2005mm, H=1615mm)
2. Had a central, single opening where a window would normally be located. 
3. contained a single layer of reinforcement in each direction.The panels are reinforced with D12’s at 200 mm centres and D16 bars around the opening and external perimeter. 1.0 m length D16s also run diagonally at each corner opening
4. A 28 day concrete compressive strength of 40 MPa was specified for the panels. Grade
300 steel was used for reinforcement.
5. The precast concrete panels were attached to the frame using two different connection
types: bearing connections and UFP connections. The bearing connections located at the
base of the panels, and the UFP connections were located at the top of the panel.
6. The UFP connections were bolted to the underside of the top beams using 300 mm long
t-channels that were cast into the concrete.
7. The connection to the panels made use of the 10 mm thick steel plates secured to the panel with four cast-in ferrule anchors. 
8. Including housed and unhoused UFPs as well as the UFPs in different orientations.
9. No of connections = 4 (4UFPs), Housed
10. slotted connections were attached to the top of the panel to provide out-of-plane restraint
11. UFP is 8 mm thick, 120 mm wide Grade 300 steel plate. The fabricator of the UFPs was a local spring maker who heated the plates prior to bending. Each UFP was bent around a fixed diameter of 120 mm.
",No Damage,cracks in the panel,0,Story Drift Ratio,Ratio,0.035,'','',,,No damage,''
exp2233a,BAI-2014-SEI,MP-UFP5,NIST,B2011,FALSE,'',Precast concrete cladding panels,Horizontal Sliding/Swaying,U-shaped flexural plate (UFP),Not applicable,'',"Quasi-static Cyclic, uniaxial","Loading protocol based on ACI-374.1R, 2005",3.5% drift of specimen,"University of Canterbury, New Zealand","to determine if an optimal configuration existed, as well as to discover possible drawbacks from using the
connections","Configuration 2 is similar to Configuration 1; however, the housing is flipped so that the sliding movement occurs between the housing and the panel.
1. Full-bay, singlestorey panel (L=3775mm, H=2975mm, 120mm thick; window size: L=2005mm, H=1615mm)
2. Had a central, single opening where a window would normally be located. 
3. contained a single layer of reinforcement in each direction.The panels are reinforced with D12’s at 200 mm centres and D16 bars around the opening and external perimeter. 1.0 m length D16s also run diagonally at each corner opening
4. A 28 day concrete compressive strength of 40 MPa was specified for the panels. Grade
300 steel was used for reinforcement.
5. The precast concrete panels were attached to the frame using two different connection
types: bearing connections and UFP connections. The bearing connections located at the
base of the panels, and the UFP connections were located at the top of the panel.
6. The UFP connections were bolted to the underside of the top beams using 300 mm long
t-channels that were cast into the concrete.
7. The connection to the panels made use of the 10 mm thick steel plates secured to the panel with four cast-in ferrule anchors. 
8. Including housed and unhoused UFPs as well as the UFPs in different orientations.
9. No of connections = 2 (2UFPs), Housed
10. slotted connections were attached to the top of the panel to provide out-of-plane restraint.
11. UFP is 8 mm thick, 120 mm wide Grade 300 steel plate. The fabricator of the UFPs was a local spring maker who heated the plates prior to bending. Each UFP was bent around a fixed diameter of 120 mm.
",No Damage,cracks in the panel,0,Story Drift Ratio,Ratio,0.035,'','',,,No damage,''
exp2234a,BAI-2014-SEI,MP-UFP6,NIST,B2011,FALSE,'',Precast concrete cladding panels,Horizontal Sliding/Swaying,U-shaped flexural plate (UFP),Not applicable,'',"Quasi-static Cyclic, uniaxial","Loading protocol based on ACI-374.1R, 2005",3.5% drift of specimen,"University of Canterbury, New Zealand","to determine if an optimal configuration existed, as well as to discover possible drawbacks from using the
connections","Configuration 3 corresponds to the RHS housing being fixed to the underside of the beam with the slot facing outwards and the movement occurring between this outside face of the housing and the L-shaped metal angle connected to the panel.
1. Full-bay, singlestorey panel (L=3775mm, H=2975mm, 120mm thick; window size: L=2005mm, H=1615mm)
2. Had a central, single opening where a window would normally be located. 
3. contained a single layer of reinforcement in each direction.The panels are reinforced with D12’s at 200 mm centres and D16 bars around the opening and external perimeter. 1.0 m length D16s also run diagonally at each corner opening
4. A 28 day concrete compressive strength of 40 MPa was specified for the panels. Grade
300 steel was used for reinforcement.
5. The precast concrete panels were attached to the frame using two different connection
types: bearing connections and UFP connections. The bearing connections located at the
base of the panels, and the UFP connections were located at the top of the panel.
6. The UFP connections were bolted to the underside of the top beams using 300 mm long
t-channels that were cast into the concrete.
7. The connection to the panels made use of the 10 mm thick steel plates secured to the panel with four cast-in ferrule anchors. 
8. Including housed and unhoused UFPs as well as the UFPs in different orientations.
9. No of connections = 2 (2UFPs), Housed
10. slotted connections were attached to the top of the panel to provide out-of-plane restraint
11. UFP is 8 mm thick, 120 mm wide Grade 300 steel plate. The fabricator of the UFPs was a local spring maker who heated the plates prior to bending. Each UFP was bent around a fixed diameter of 120 mm.
",No Damage,cracks in the panel,0,Story Drift Ratio,Ratio,0.035,'','',,,No damage,''
exp2235a,BAI-2014-SEI,MP-UFP7,NIST,B2011,FALSE,'',Precast concrete cladding panels,Horizontal Sliding/Swaying,U-shaped flexural plate (UFP),Not applicable,'',"Quasi-static Cyclic, uniaxial","Loading protocol based on ACI-374.1R, 2005",3.5% drift of specimen,"University of Canterbury, New Zealand","to determine if an optimal configuration existed, as well as to discover possible drawbacks from using the
connections","Configuration 4 is similar to Configuration 3; however, the housing is flipped so that the sliding movement occurs between the housing and the underside of the beam.
1. Full-bay, singlestorey panel (L=3775mm, H=2975mm, 120mm thick; window size: L=2005mm, H=1615mm)
2. Had a central, single opening where a window would normally be located. 
3. contained a single layer of reinforcement in each direction.The panels are reinforced with D12’s at 200 mm centres and D16 bars around the opening and external perimeter. 1.0 m length D16s also run diagonally at each corner opening
4. A 28 day concrete compressive strength of 40 MPa was specified for the panels. Grade
300 steel was used for reinforcement.
5. The precast concrete panels were attached to the frame using two different connection
types: bearing connections and UFP connections. The bearing connections located at the
base of the panels, and the UFP connections were located at the top of the panel.
6. The UFP connections were bolted to the underside of the top beams using 300 mm long
t-channels that were cast into the concrete.
7. The connection to the panels made use of the 10 mm thick steel plates secured to the panel with four cast-in ferrule anchors. 
8. Including housed and unhoused UFPs as well as the UFPs in different orientations.
9. No of connections = 2 (2UFPs), Housed
10. slotted connections were attached to the top of the panel to provide out-of-plane restraint
11. UFP is 8 mm thick, 120 mm wide Grade 300 steel plate. The fabricator of the UFPs was a local spring maker who heated the plates prior to bending. Each UFP was bent around a fixed diameter of 120 mm.
",No Damage,cracks in the panel,0,Story Drift Ratio,Ratio,0.035,'','',,,No damage,''
exp2236a,BAI-2014-SEI,DP-UFP1,NIST,B2011,FALSE,'',Precast concrete cladding panels,Horizontal Sliding/Swaying,U-shaped flexural plate (UFP),No detail,'',"Quasi-static Cyclic, uniaxial","Loading protocol based on ACI-374.1R, 2005",3.5% drift of specimen,"University of Canterbury, New Zealand","to determine if an optimal configuration existed, as well as to discover possible drawbacks from using the
connections","Configuration 1 corresponds to the RHS housing being fixed to the panel with the slot facing outwards with the movement occurring between this outside face of the housing and the metal angle on the underside of the beam.
1. Full-bay, singlestorey panel (L=3775mm, H=2975mm, 120mm thick; window size: L=2005mm, H=1615mm)
2. Had a central, single opening where a window would normally be located. 
3. contained a single layer of reinforcement in each direction.The panels are reinforced with D12’s at 200 mm centres and D16 bars around the opening and external perimeter. 1.0 m length D16s also run diagonally at each corner opening
4. A 28 day concrete compressive strength of 40 MPa was specified for the panels. Grade
300 steel was used for reinforcement.
5. The precast concrete panels were attached to the frame using two different connection
types: bearing connections and UFP connections. The bearing connections located at the
base of the panels, and the UFP connections were located at the top of the panel.
6. The UFP connections were bolted to the underside of the top beams using 300 mm long
t-channels that were cast into the concrete.
7. The connection to the panels made use of the 10 mm thick steel plates secured to the panel with four cast-in ferrule anchors. 
8. Including housed and unhoused UFPs as well as the UFPs in different orientations.
9. No of connections = 2 (2UFPs), Housed
10. slotted connections were attached to the top of the panel to provide out-of-plane restraint
11. UFP is 8 mm thick, 120 mm wide Grade 300 steel plate. The fabricator of the UFPs was a local spring maker who heated the plates prior to bending. Each UFP was bent around a fixed diameter of 120 mm.
",No Damage,cracks in the panel,0,Story Drift Ratio,Ratio,0.035,'','',,,No damage,''
exp2237a,BAI-2014-SEI,DP-UFP2,NIST,B2011,FALSE,'',Precast concrete cladding panels,Horizontal Sliding/Swaying,U-shaped flexural plate (UFP),No detail,'',"Quasi-static Cyclic, uniaxial","Loading protocol based on ACI-374.1R, 2005",2.75% drift of specimen,"University of Canterbury, New Zealand","to determine if an optimal configuration existed, as well as to discover possible drawbacks from using the
connections","Configuration 1 corresponds to the RHS housing being fixed to the panel with the slot facing outwards with the movement occurring between this outside face of the housing and the metal angle on the underside of the beam.
1. Full-bay, singlestorey panel (L=3775mm, H=2975mm, 120mm thick; window size: L=2005mm, H=1615mm)
2. Had a central, single opening where a window would normally be located. 
3. contained a single layer of reinforcement in each direction.The panels are reinforced with D12’s at 200 mm centres and D16 bars around the opening and external perimeter. 1.0 m length D16s also run diagonally at each corner opening
4. A 28 day concrete compressive strength of 40 MPa was specified for the panels. Grade
300 steel was used for reinforcement.
5. The precast concrete panels were attached to the frame using two different connection
types: bearing connections and UFP connections. The bearing connections located at the
base of the panels, and the UFP connections were located at the top of the panel.
6. The UFP connections were bolted to the underside of the top beams using 300 mm long
t-channels that were cast into the concrete.
7. The connection to the panels made use of the 10 mm thick steel plates secured to the panel with four cast-in ferrule anchors. 
8. Including housed and unhoused UFPs as well as the UFPs in different orientations.
9. No of connections = 4 (4UFPs), Housed
10. slotted connections were attached to the top of the panel to provide out-of-plane restraint
11. UFP is 8 mm thick, 120 mm wide Grade 300 steel plate. The fabricator of the UFPs was a local spring maker who heated the plates prior to bending. Each UFP was bent around a fixed diameter of 120 mm.
",damage to the panel,cracks in the panel,0,Story Drift Ratio,Ratio,0.01,'','',,,Consequential,''
exp2238a,BAI-2014-SEI,DP-UFP2,NIST,B2011,FALSE,'',Precast concrete cladding panels,Horizontal Sliding/Swaying,U-shaped flexural plate (UFP),No detail,'',"Quasi-static Cyclic, uniaxial","Loading protocol based on ACI-374.1R, 2005",2.75% drift of specimen,"University of Canterbury, New Zealand","to determine if an optimal configuration existed, as well as to discover possible drawbacks from using the
connections","Configuration 1 corresponds to the RHS housing being fixed to the panel with the slot facing outwards with the movement occurring between this outside face of the housing and the metal angle on the underside of the beam.
1. Full-bay, singlestorey panel (L=3775mm, H=2975mm, 120mm thick; window size: L=2005mm, H=1615mm)
2. Had a central, single opening where a window would normally be located. 
3. contained a single layer of reinforcement in each direction.The panels are reinforced with D12’s at 200 mm centres and D16 bars around the opening and external perimeter. 1.0 m length D16s also run diagonally at each corner opening
4. A 28 day concrete compressive strength of 40 MPa was specified for the panels. Grade
300 steel was used for reinforcement.
5. The precast concrete panels were attached to the frame using two different connection
types: bearing connections and UFP connections. The bearing connections located at the
base of the panels, and the UFP connections were located at the top of the panel.
6. The UFP connections were bolted to the underside of the top beams using 300 mm long
t-channels that were cast into the concrete.
7. The connection to the panels made use of the 10 mm thick steel plates secured to the panel with four cast-in ferrule anchors. 
8. Including housed and unhoused UFPs as well as the UFPs in different orientations.
9. No of connections = 4 (4UFPs), Housed
10. slotted connections were attached to the top of the panel to provide out-of-plane restraint
11. UFP is 8 mm thick, 120 mm wide Grade 300 steel plate. The fabricator of the UFPs was a local spring maker who heated the plates prior to bending. Each UFP was bent around a fixed diameter of 120 mm.
",significant cracking observed around the weight bearing connections,cracks in the panel,0,Story Drift Ratio,Ratio,0.0275,'','',,,Consequential,''
exp2239a,RYU-2019-EXP,2,NIST,C3032,FALSE,'',Ceilings ,Grid/tiled,Perimeter-fixed,Light-weight,20ftx50ft,"Dynamic, bi-directional",'',"Triaxial floor motions (except Assembly #2, biaxial, and #3, uniaxial), established using scaled compensated motions, were used for the random multifrequency seismic simulation testing, and the achieved motions enveloped the corresponding required response spectrum (RRS) as recommended by the ICC-ES AC156.",New York,designed for the investigation of the effects of multidirectional input motions,exposed cross tees with main runners,"failure of perimeter components, ceiling panels, and grid connections (latches): more than or equal to 10% failure of loss of rivets and unseated end grids over the total number of perimeter components; less than 10% of fallen panels over the total number of panels; less than 10% of grid connection failure over the total number of grid
 components — as one of these three conditions occurred, it was indicated as the defined damage state",'',,"Peak Floor Acceleration, horizontal",g,1.04,'','',,1,Consequential,DS is not very specific
exp2240a,RYU-2019-EXP,2,NIST,C3032,FALSE,'',Ceilings ,Grid/tiled,Perimeter-fixed,Light-weight,20ftx50ft,"Dynamic, bi-directional",'',"Triaxial floor motions (except Assembly #2, biaxial, and #3, uniaxial), established using scaled compensated motions, were used for the random multifrequency seismic simulation testing, and the achieved motions enveloped the corresponding required response spectrum (RRS) as recommended by the ICC-ES AC156.",New York,designed for the investigation of the effects of multidirectional input motions,exposed cross tees with main runners,more than or equal to 10% failure of grid connections or ceiling panels over the total number of each component,"failure of perimeter components, ceiling panels, and grid connections (latches): more than or equal to 10% failure of loss of rivets and unseated end grids over the total number of perimeter components; less than 10% of fallen panels over the total number of panels; less than 10% of grid connection failure over the total number of grid
 components — as one of these three conditions occurred, it was indicated as the defined damage state",0,"Peak Floor Acceleration, horizontal",g,2.52,'','',,2,Consequential,DS is not very specific
exp2241a,RYU-2019-EXP,3,NIST,C3032,FALSE,'',Ceilings ,Grid/tiled,Perimeter-fixed,Light-weight,20ftx50ft,"Dynamic, uniaxial",'',"Triaxial floor motions (except Assembly #2, biaxial, and #3, uniaxial), established using scaled compensated motions, were used for the random multifrequency seismic simulation testing, and the achieved motions enveloped the corresponding required response spectrum (RRS) as recommended by the ICC-ES AC156.",New York,designed for the investigation of the effects of multidirectional input motions,exposed cross tees with main runners,failure of perimeter components: less than 10% of the loss of pop rivets and unseated end grids over the total number of perimeter components,'',,"Peak Floor Acceleration, horizontal",g,1,'','',,1,Inconsequential,DS is not very specific
exp2242a,RYU-2019-EXP,3,NIST,C3032,FALSE,'',Ceilings ,Grid/tiled,Perimeter-fixed,Light-weight,20ftx50ft,"Dynamic, uniaxial",'',"Triaxial floor motions (except Assembly #2, biaxial, and #3, uniaxial), established using scaled compensated motions, were used for the random multifrequency seismic simulation testing, and the achieved motions enveloped the corresponding required response spectrum (RRS) as recommended by the ICC-ES AC156.",New York,designed for the investigation of the effects of multidirectional input motions,exposed cross tees with main runners,"failure of perimeter components, ceiling panels, and grid connections (latches): more than or equal to 10% failure of loss of rivets and unseated end grids over the total number of perimeter components; less than 10% of fallen panels over the total number of panels; less than 10% of grid connection failure over the total number of grid
 components — as one of these three conditions occurred, it was indicated as the defined damage state",failure of perimeter components: less than 10% of the loss of pop rivets and unseated end grids over the total number of perimeter components,0,"Peak Floor Acceleration, horizontal",g,1.21,'','',,2,Consequential,DS is not very specific
exp2243a,RYU-2019-EXP,3,NIST,C3032,FALSE,'',Ceilings ,Grid/tiled,Perimeter-fixed,Light-weight,20ftx50ft,"Dynamic, uniaxial",'',"Triaxial floor motions (except Assembly #2, biaxial, and #3, uniaxial), established using scaled compensated motions, were used for the random multifrequency seismic simulation testing, and the achieved motions enveloped the corresponding required response spectrum (RRS) as recommended by the ICC-ES AC156.",New York,designed for the investigation of the effects of multidirectional input motions,exposed cross tees with main runners,more than or equal to 10% failure of grid connections or ceiling panels over the total number of each component,"failure of perimeter components: less than 10% of the loss of pop rivets and unseated end grids over the total number of perimeter components, failure of perimeter components, ceiling panels, and grid connections (latches): more than or equal to 10% failure of loss of rivets and unseated end grids over the total number of perimeter components; less than 10% of fallen panels over the total number of panels; less than 10% of grid connection failure over the total number of grid
 components — as one of these three conditions occurred, it was indicated as the defined damage state",0,"Peak Floor Acceleration, horizontal",g,2.1,'','',,3,Consequential,DS is not very specific
exp2244a,RYU-2019-EXP,4,NIST,C3032,FALSE,'',Ceilings ,Grid/tiled,Perimeter-fixed,Light-weight,20ftx50ft,"Dynamic, 3D",'',"Triaxial floor motions (except Assembly #2, biaxial, and #3, uniaxial), established using scaled compensated motions, were used for the random multifrequency seismic simulation testing, and the achieved motions enveloped the corresponding required response spectrum (RRS) as recommended by the ICC-ES AC156.",New York,designed for the investigation of the effects of multidirectional input motions,exposed cross tees with main runners,"failure of perimeter components, ceiling panels, and grid connections (latches): more than or equal to 10% failure of loss of rivets and unseated end grids over the total number of perimeter components; less than 10% of fallen panels over the total number of panels; less than 10% of grid connection failure over the total number of grid
 components — as one of these three conditions occurred, it was indicated as the defined damage state",'',,"Peak Floor Acceleration, horizontal",g,0.94,'','',,1,Consequential,DS is not very specific
exp2245a,RYU-2019-EXP,4,NIST,C3032,FALSE,'',Ceilings ,Grid/tiled,Perimeter-fixed,Light-weight,20ftx50ft,"Dynamic, 3D",'',"Triaxial floor motions (except Assembly #2, biaxial, and #3, uniaxial), established using scaled compensated motions, were used for the random multifrequency seismic simulation testing, and the achieved motions enveloped the corresponding required response spectrum (RRS) as recommended by the ICC-ES AC156.",New York,designed for the investigation of the effects of multidirectional input motions,exposed cross tees with main runners,more than or equal to 10% failure of grid connections or ceiling panels over the total number of each component,"failure of perimeter components, ceiling panels, and grid connections (latches): more than or equal to 10% failure of loss of rivets and unseated end grids over the total number of perimeter components; less than 10% of fallen panels over the total number of panels; less than 10% of grid connection failure over the total number of grid
 components — as one of these three conditions occurred, it was indicated as the defined damage state",0,"Peak Floor Acceleration, horizontal",g,1.52,'','',,2,Consequential,DS is not very specific
exp2246a,RYU-2019-EXP,5,NIST,C3032,FALSE,'',Ceilings ,Grid/tiled,Perimeter-fixed,Light-weight,20ftx50ft,"Dynamic, 3D",'',"Triaxial floor motions (except Assembly #2, biaxial, and #3, uniaxial), established using scaled compensated motions, were used for the random multifrequency seismic simulation testing, and the achieved motions enveloped the corresponding required response spectrum (RRS) as recommended by the ICC-ES AC156.",New York,for testing the effect of lateral restraints installation,exposed cross tees with main runners,"failure of perimeter components, ceiling panels, and grid connections (latches): more than or equal to 10% failure of loss of rivets and unseated end grids over the total number of perimeter components; less than 10% of fallen panels over the total number of panels; less than 10% of grid connection failure over the total number of grid
 components — as one of these three conditions occurred, it was indicated as the defined damage state",'',,"Peak Floor Acceleration, horizontal",g,0.61,'','',,1,Consequential,DS is not very specific
exp2247a,RYU-2019-EXP,5,NIST,C3032,FALSE,'',Ceilings ,Grid/tiled,Perimeter-fixed,Light-weight,20ftx50ft,"Dynamic, 3D",'',"Triaxial floor motions (except Assembly #2, biaxial, and #3, uniaxial), established using scaled compensated motions, were used for the random multifrequency seismic simulation testing, and the achieved motions enveloped the corresponding required response spectrum (RRS) as recommended by the ICC-ES AC156.",New York,for testing the effect of lateral restraints installation,exposed cross tees with main runners,more than or equal to 10% failure of grid connections or ceiling panels over the total number of each component,"failure of perimeter components, ceiling panels, and grid connections (latches): more than or equal to 10% failure of loss of rivets and unseated end grids over the total number of perimeter components; less than 10% of fallen panels over the total number of panels; less than 10% of grid connection failure over the total number of grid
 components — as one of these three conditions occurred, it was indicated as the defined damage state",0,"Peak Floor Acceleration, horizontal",g,1.26,'','',,2,Consequential,DS is not very specific
exp2248a,RYU-2019-EXP,6,NIST,C3032,FALSE,'',Ceilings ,Grid/tiled,Perimeter-fixed,Heavy-weight,20ftx50ft,"Dynamic, 3D",'',"Triaxial floor motions (except Assembly #2, biaxial, and #3, uniaxial), established using scaled compensated motions, were used for the random multifrequency seismic simulation testing, and the achieved motions enveloped the corresponding required response spectrum (RRS) as recommended by the ICC-ES AC156.",New York,for testing the effect of tiles weight,exposed cross tees with main runners,failure of perimeter components: less than 10% of the loss of pop rivets and unseated end grids over the total number of perimeter components,'',,"Peak Floor Acceleration, horizontal",g,0.65,'','',,1,Inconsequential,DS is not very specific
exp2249a,RYU-2019-EXP,6,NIST,C3032,FALSE,'',Ceilings ,Grid/tiled,Perimeter-fixed,Heavy-weight,20ftx50ft,"Dynamic, 3D",'',"Triaxial floor motions (except Assembly #2, biaxial, and #3, uniaxial), established using scaled compensated motions, were used for the random multifrequency seismic simulation testing, and the achieved motions enveloped the corresponding required response spectrum (RRS) as recommended by the ICC-ES AC156.",New York,for testing the effect of tiles weight,exposed cross tees with main runners,more than or equal to 10% failure of grid connections or ceiling panels over the total number of each component,failure of perimeter components: less than 10% of the loss of pop rivets and unseated end grids over the total number of perimeter components,0,"Peak Floor Acceleration, horizontal",g,0.8,'','',,2,Consequential,DS is not very specific
exp2250a,RYU-2019-EXP,7,NIST,C3032,FALSE,'',Ceilings ,Grid/tiled,Perimeter-fixed,Light-weight,20ftx50ft,"Dynamic, 3D",'',"Triaxial floor motions (except Assembly #2, biaxial, and #3, uniaxial), established using scaled compensated motions, were used for the random multifrequency seismic simulation testing, and the achieved motions enveloped the corresponding required response spectrum (RRS) as recommended by the ICC-ES AC156.",New York,for testing the effect of using seismic clips,exposed cross tees with main runners,"failure of perimeter components, ceiling panels, and grid connections (latches): more than or equal to 10% failure of loss of rivets and unseated end grids over the total number of perimeter components; less than 10% of fallen panels over the total number of panels; less than 10% of grid connection failure over the total number of grid
 components — as one of these three conditions occurred, it was indicated as the defined damage state",'',,"Peak Floor Acceleration, horizontal",g,0.72,'','',,1,Consequential,DS is not very specific
