id,reference_id,specimen,specimen_inspection_sequence,reviewer,component_id,comp_detail,material,size_class,test_type,loading_protocol,peak_test_amplitude,location,governing_design_standard,design_objective,comp_description,ds_description,prior_damage,prior_damage_repaired,edp_metric,edp_unit,edp_value,alt_edp_metric,alt_edp_unit,alt_edp_value,ds_rank,ds_class,notes
exp2984a,MEM-2006-ARC,14.2,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Fully tempered,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,International Building Code 2003,'',"1/4 in. (6 mm) FT monolithic, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5. Corner radius = 1 in. (25mm), flat polish edge finish, flat polish corner finish",Glass fallout,Yes,No,Story Drift Ratio,Ratio,0.0525,'','',,,consequential,''
exp2985a,MEM-2006-ARC,14.3,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Fully tempered,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,International Building Code 2003,'',"1/4 in. (6 mm) FT monolithic, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5. Corner radius = 1 in. (25mm), flat polish edge finish, flat polish corner finish",Glass cracking,No,No,Story Drift Ratio,Ratio,0.0587,'','',,,inconsequential,''
exp2986a,MEM-2006-ARC,14.3,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Fully tempered,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,International Building Code 2003,'',"1/4 in. (6 mm) FT monolithic, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5. Corner radius = 1 in. (25mm), flat polish edge finish, flat polish corner finish",Glass fallout,Yes,No,Story Drift Ratio,Ratio,0.0587,'','',,,consequential,''
exp2987a,MEM-2006-ARC,14.4,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Fully tempered,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,International Building Code 2003,'',"1/4 in. (6 mm) FT monolithic, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5. Corner radius = 1 in. (25mm), flat polish edge finish, flat polish corner finish",Glass cracking,No,No,Story Drift Ratio,Ratio,0.0463,'','',,,inconsequential,''
exp2988a,MEM-2006-ARC,14.4,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Fully tempered,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,International Building Code 2003,'',"1/4 in. (6 mm) FT monolithic, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5. Corner radius = 1 in. (25mm), flat polish edge finish, flat polish corner finish",Glass fallout,Yes,No,Story Drift Ratio,Ratio,0.0463,'','',,,consequential,''
exp2989a,MEM-2006-ARC,14.5,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Fully tempered,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,International Building Code 2003,'',"1/4 in. (6 mm) FT monolithic, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5. Corner radius = 1 in. (25mm), flat polish edge finish, flat polish corner finish",Glass cracking,No,No,Story Drift Ratio,Ratio,0.0587,'','',,,inconsequential,''
exp2990a,MEM-2006-ARC,14.5,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Fully tempered,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,International Building Code 2003,'',"1/4 in. (6 mm) FT monolithic, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5. Corner radius = 1 in. (25mm), flat polish edge finish, flat polish corner finish",Glass fallout,Yes,No,Story Drift Ratio,Ratio,0.0587,'','',,,consequential,''
exp2991a,MEM-2006-ARC,14.6,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Fully tempered,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,International Building Code 2003,'',"1/4 in. (6 mm) FT monolithic, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5. Corner radius = 1 in. (25mm), flat polish edge finish, flat polish corner finish",Glass cracking,No,No,Story Drift Ratio,Ratio,0.0525,'','',,,inconsequential,''
exp2992a,MEM-2006-ARC,14.6,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Fully tempered,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,International Building Code 2003,'',"1/4 in. (6 mm) FT monolithic, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5. Corner radius = 1 in. (25mm), flat polish edge finish, flat polish corner finish",Glass fallout,Yes,No,Story Drift Ratio,Ratio,0.0525,'','',,,consequential,''
exp2993a,MEM-2006-ARC,1.1,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,International Building Code 2003,'',"1/4 in. (6 mm) AN monolithic glazing, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5. Square corners, Cut edge finish, cut corner finish",Glass cracking,No,No,Story Drift Ratio,Ratio,0.0185,'','',,,inconsequential,''
exp2994a,MEM-2006-ARC,1.1,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,International Building Code 2003,'',"1/4 in. (6 mm) AN monolithic glazing, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5. Square corners, Cut edge finish, cut corner finish",Glass fallout,Yes,No,Story Drift Ratio,Ratio,0.0216,'','',,,consequential,''
exp2995a,MEM-2006-ARC,1.1,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,International Building Code 2003,'',"1/4 in. (6 mm) AN monolithic glazing, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5. Square corners, Cut edge finish, cut corner finish",Glass cracking,No,No,Story Drift Ratio,Ratio,0.0185,'','',,,inconsequential,''
exp2996a,MEM-2006-ARC,1.1,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,International Building Code 2003,'',"1/4 in. (6 mm) AN monolithic glazing, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5. Square corners, Cut edge finish, cut corner finish",Glass fallout,Yes,No,Story Drift Ratio,Ratio,0.0216,'','',,,consequential,''
exp2997a,MEM-2006-ARC,1.1,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,International Building Code 2003,'',"1/4 in. (6 mm) AN monolithic glazing, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5. Square corners, Cut edge finish, cut corner finish",Glass cracking,No,No,Story Drift Ratio,Ratio,0.0185,'','',,,inconsequential,''
exp2998a,MEM-2006-ARC,1.1,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,International Building Code 2003,'',"1/4 in. (6 mm) AN monolithic glazing, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5. Square corners, Cut edge finish, cut corner finish",Glass fallout,Yes,No,Story Drift Ratio,Ratio,0.0216,'','',,,consequential,''
exp2999a,MEM-2006-ARC,1.1,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,International Building Code 2003,'',"1/4 in. (6 mm) AN monolithic glazing, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5. Square corners, Cut edge finish, cut corner finish",Glass cracking,No,No,Story Drift Ratio,Ratio,0.0185,'','',,,inconsequential,''
exp3000a,MEM-2006-ARC,1.1,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,International Building Code 2003,'',"1/4 in. (6 mm) AN monolithic glazing, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5. Square corners, Cut edge finish, cut corner finish",Glass fallout,Yes,No,Story Drift Ratio,Ratio,0.0216,'','',,,consequential,''
exp3001a,MEM-2006-ARC,1.1,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,International Building Code 2003,'',"1/4 in. (6 mm) AN monolithic glazing, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5. Square corners, Cut edge finish, cut corner finish",Glass cracking,No,No,Story Drift Ratio,Ratio,0.0185,'','',,,inconsequential,''
exp3002a,MEM-2006-ARC,1.1,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,International Building Code 2003,'',"1/4 in. (6 mm) AN monolithic glazing, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5. Square corners, Cut edge finish, cut corner finish",Glass fallout,Yes,No,Story Drift Ratio,Ratio,0.0216,'','',,,consequential,''
exp3003a,MEM-2006-ARC,1.1,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,International Building Code 2003,'',"1/4 in. (6 mm) AN monolithic glazing, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5. Square corners, Cut edge finish, cut corner finish",Glass cracking,No,No,Story Drift Ratio,Ratio,0.0216,'','',,,inconsequential,''
exp3004a,MEM-2006-ARC,1.1,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,International Building Code 2003,'',"1/4 in. (6 mm) AN monolithic glazing, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5. Square corners, Cut edge finish, cut corner finish",Glass fallout,Yes,No,Story Drift Ratio,Ratio,0.0216,'','',,,consequential,''
exp3005a,MEM-2006-ARC,2.1,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,International Building Code 2003,'',"1/4 in. (6 mm) AN monolithic glazing, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5. Corner radius = 1/2 in. (13 mm). Cut edge finish, ground corner finish",Glass cracking,No,No,Story Drift Ratio,Ratio,0.0309,'','',,,inconsequential,''
exp3006a,MEM-2006-ARC,2.1,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,International Building Code 2003,'',"1/4 in. (6 mm) AN monolithic glazing, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5. Corner radius = 1/2 in. (13 mm). Cut edge finish, ground corner finish",Glass fallout,Yes,No,Story Drift Ratio,Ratio,0.034,'','',,,consequential,''
exp3007a,MEM-2006-ARC,2.2,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,International Building Code 2003,'',"1/4 in. (6 mm) AN monolithic glazing, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5. Corner radius = 1/2 in. (13 mm). Cut edge finish, ground corner finish",Glass cracking,No,No,Story Drift Ratio,Ratio,0.0247,'','',,,inconsequential,''
exp3008a,MEM-2006-ARC,2.2,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,International Building Code 2003,'',"1/4 in. (6 mm) AN monolithic glazing, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5. Corner radius = 1/2 in. (13 mm). Cut edge finish, ground corner finish",Glass fallout,Yes,No,Story Drift Ratio,Ratio,0.0247,'','',,,consequential,''
exp3009a,MEM-2006-ARC,2.3,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,International Building Code 2003,'',"1/4 in. (6 mm) AN monolithic glazing, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5. Corner radius = 1/2 in. (13 mm). Cut edge finish, ground corner finish",Glass cracking,No,No,Story Drift Ratio,Ratio,0.0247,'','',,,inconsequential,''
exp3010a,MEM-2006-ARC,2.3,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,International Building Code 2003,'',"1/4 in. (6 mm) AN monolithic glazing, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5. Corner radius = 1/2 in. (13 mm). Cut edge finish, ground corner finish",Glass fallout,Yes,No,Story Drift Ratio,Ratio,0.0247,'','',,,consequential,''
exp3011a,MEM-2006-ARC,2.4,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,International Building Code 2003,'',"1/4 in. (6 mm) AN monolithic glazing, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5. Corner radius = 1/2 in. (13 mm). Cut edge finish, ground corner finish",Glass cracking,No,No,Story Drift Ratio,Ratio,0.0278,'','',,,inconsequential,''
exp3012a,MEM-2006-ARC,2.4,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,International Building Code 2003,'',"1/4 in. (6 mm) AN monolithic glazing, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5. Corner radius = 1/2 in. (13 mm). Cut edge finish, ground corner finish",Glass fallout,Yes,No,Story Drift Ratio,Ratio,0.0309,'','',,,consequential,''
exp3013a,MEM-2006-ARC,3.1,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,International Building Code 2003,'',"1/4 in. (6 mm) AN monolithic glazing, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5. Corner radius = 3/4 in. (19 mm). Cut edge finish, ground corner finish",Glass cracking,No,No,Story Drift Ratio,Ratio,0.0278,'','',,,inconsequential,''
exp3014a,MEM-2006-ARC,3.1,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,International Building Code 2003,'',"1/4 in. (6 mm) AN monolithic glazing, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5. Corner radius = 3/4 in. (19 mm). Cut edge finish, ground corner finish",Glass fallout,Yes,No,Story Drift Ratio,Ratio,0.0278,'','',,,consequential,''
exp3015a,MEM-2006-ARC,3.2,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,International Building Code 2003,'',"1/4 in. (6 mm) AN monolithic glazing, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5. Corner radius = 3/4 in. (19 mm). Cut edge finish, ground corner finish",Glass cracking,No,No,Story Drift Ratio,Ratio,0.0216,'','',,,inconsequential,''
exp3016a,MEM-2006-ARC,3.2,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,International Building Code 2003,'',"1/4 in. (6 mm) AN monolithic glazing, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5. Corner radius = 3/4 in. (19 mm). Cut edge finish, ground corner finish",Glass fallout,Yes,No,Story Drift Ratio,Ratio,0.0247,'','',,,consequential,''
exp3017a,MEM-2006-ARC,3.3,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,International Building Code 2003,'',"1/4 in. (6 mm) AN monolithic glazing, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5. Corner radius = 3/4 in. (19 mm). Cut edge finish, ground corner finish",Glass cracking,No,No,Story Drift Ratio,Ratio,0.0247,'','',,,inconsequential,''
exp3018a,MEM-2006-ARC,3.3,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,International Building Code 2003,'',"1/4 in. (6 mm) AN monolithic glazing, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5. Corner radius = 3/4 in. (19 mm). Cut edge finish, ground corner finish",Glass fallout,Yes,No,Story Drift Ratio,Ratio,0.0278,'','',,,consequential,''
exp3019a,MEM-2006-ARC,4.1,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,International Building Code 2003,'',"1/4 in. (6 mm) AN monolithic glazing, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5. Corner radius = 1 in. (25 mm). Cut edge finish, ground corner finish",Glass cracking,No,No,Story Drift Ratio,Ratio,0.0247,'','',,,inconsequential,''
exp3020a,MEM-2006-ARC,4.1,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,International Building Code 2003,'',"1/4 in. (6 mm) AN monolithic glazing, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5. Corner radius = 1 in. (25 mm). Cut edge finish, ground corner finish",Glass fallout,Yes,No,Story Drift Ratio,Ratio,0.0247,'','',,,consequential,''
exp3021a,MEM-2006-ARC,4.2,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,International Building Code 2003,'',"1/4 in. (6 mm) AN monolithic glazing, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5. Corner radius = 1 in. (25 mm). Cut edge finish, ground corner finish",Glass cracking,No,No,Story Drift Ratio,Ratio,0.0216,'','',,,inconsequential,''
exp3022a,MEM-2006-ARC,4.2,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,International Building Code 2003,'',"1/4 in. (6 mm) AN monolithic glazing, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5. Corner radius = 1 in. (25 mm). Cut edge finish, ground corner finish",Glass fallout,Yes,No,Story Drift Ratio,Ratio,0.0247,'','',,,consequential,''
exp3023a,MEM-2006-ARC,5.1,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,International Building Code 2003,'',"1/4 in. (6 mm) AN monolithic glazing, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5. Corner radius = 3 in. (76 mm). Cut edge finish, ground corner finish",Glass cracking,No,No,Story Drift Ratio,Ratio,0.0216,'','',,,inconsequential,''
exp3024a,MEM-2006-ARC,5.1,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,International Building Code 2003,'',"1/4 in. (6 mm) AN monolithic glazing, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5. Corner radius = 3 in. (76 mm). Cut edge finish, ground corner finish",Glass fallout,Yes,No,Story Drift Ratio,Ratio,0.0247,'','',,,consequential,''
exp3025a,MEM-2006-ARC,6.1,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,International Building Code 2003,'',"1/4 in. (6 mm) AN monolithic glazing, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5. Corner radius = 1 in. (25 mm). Seamed edge finish, ground corner finish",Glass cracking,No,No,Story Drift Ratio,Ratio,0.037,'','',,,inconsequential,''
exp3026a,MEM-2006-ARC,6.1,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,International Building Code 2003,'',"1/4 in. (6 mm) AN monolithic glazing, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5. Corner radius = 1 in. (25 mm). Seamed edge finish, ground corner finish",Glass fallout,Yes,No,Story Drift Ratio,Ratio,0.0402,'','',,,consequential,''
exp3027a,MEM-2006-ARC,6.2,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,International Building Code 2003,'',"1/4 in. (6 mm) AN monolithic glazing, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5. Corner radius = 1 in. (25 mm). Seamed edge finish, ground corner finish",Glass cracking,No,No,Story Drift Ratio,Ratio,0.034,'','',,,inconsequential,''
exp3028a,MEM-2006-ARC,6.2,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,International Building Code 2003,'',"1/4 in. (6 mm) AN monolithic glazing, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5. Corner radius = 1 in. (25 mm). Seamed edge finish, ground corner finish",Glass fallout,Yes,No,Story Drift Ratio,Ratio,0.034,'','',,,consequential,''
exp3029a,MEM-2006-ARC,6.3,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,International Building Code 2003,'',"1/4 in. (6 mm) AN monolithic glazing, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5. Corner radius = 1 in. (25 mm). Seamed edge finish, ground corner finish",Glass cracking,No,No,Story Drift Ratio,Ratio,0.037,'','',,,inconsequential,''
exp3030a,MEM-2006-ARC,6.3,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,International Building Code 2003,'',"1/4 in. (6 mm) AN monolithic glazing, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5. Corner radius = 1 in. (25 mm). Seamed edge finish, ground corner finish",Glass fallout,Yes,No,Story Drift Ratio,Ratio,0.0402,'','',,,consequential,''
exp3031a,MEM-2006-ARC,7.1,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,International Building Code 2003,'',"1/4 in. (6 mm) AN monolithic glazing, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5. Corner radius = 3/4 in. (19 mm). Flat polish edge finish, flat polish corner finish",Glass cracking,No,No,Story Drift Ratio,Ratio,0.0216,'','',,,inconsequential,''
exp3032a,MEM-2006-ARC,7.1,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,International Building Code 2003,'',"1/4 in. (6 mm) AN monolithic glazing, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5. Corner radius = 3/4 in. (19 mm). Flat polish edge finish, flat polish corner finish",Glass fallout,Yes,No,Story Drift Ratio,Ratio,0.0309,'','',,,consequential,''
exp3033a,MEM-2006-ARC,8.1,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,International Building Code 2003,'',"1/4 in. (6 mm) AN monolithic glazing, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5. Corner radius = 1 in. (25 mm). Flat polish edge finish, flat polish corner finish",Glass cracking,No,No,Story Drift Ratio,Ratio,0.0247,'','',,,inconsequential,''
exp3034a,MEM-2006-ARC,8.1,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,International Building Code 2003,'',"1/4 in. (6 mm) AN monolithic glazing, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5. Corner radius = 1 in. (25 mm). Flat polish edge finish, flat polish corner finish",Glass fallout,Yes,No,Story Drift Ratio,Ratio,0.0309,'','',,,consequential,''
exp3035a,OBR-2009-DEV,45.1,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Heat-strengthened and Laminated,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,'','',"3/8 in. (10 mm) Heat strengthened Laminated monolithic, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5",Heat strengthened monolithic pane cracking,No,No,Story Drift Ratio,Ratio,0.0168,'','',,,inconsequential,Specimen likely tested in BEH-1998-SEI
