id,reference_id,p58_fragility,component_id,comp_detail,material,size_class,comp_description
D5011.011b,FEM-2018-SEI,D5011.011b,D5011.A,'','','',Transformer/primary service - Capacity: 100 to <350 kVA - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit and is based upon 250 kVa.
D5011.011c,FEM-2018-SEI,D5011.011c,D5011.A,'','','',Transformer/primary service - Capacity: 350 to <750 kVA - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit and is based upon 500 kVa.
D5011.011d,FEM-2018-SEI,D5011.011d,D5011.A,'','','',Transformer/primary service - Capacity: 750 to 1500 kVA - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit and is based upon 1000 kVa.
D5011.013a,FEM-2018-SEI,D5011.013a,D5011.A,'','','',Transformer/primary service - Capacity: <100 kVA - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit and is based upon 75 kVa.
D5011.013b,FEM-2018-SEI,D5011.013b,D5011.A,'','','',Transformer/primary service - Capacity: <100 kVA - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit and is based upon 75 kVa.
D5011.013c,FEM-2018-SEI,D5011.013c,D5011.A,'','','',Transformer/primary service - Capacity: <100 kVA - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 75 kVa.
D5011.013d,FEM-2018-SEI,D5011.013d,D5011.A,'','','',Transformer/primary service - Capacity: 100 to <350 kVA - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit and is based upon 250 kVa.
D5011.013e,FEM-2018-SEI,D5011.013e,D5011.A,'','','',Transformer/primary service - Capacity: 100 to <350 kVA - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit and is based upon 250 kVa.
D5011.013f,FEM-2018-SEI,D5011.013f,D5011.A,'','','',Transformer/primary service - Capacity: 100 to <350 kVA - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 250 kVa.
D5011.013g,FEM-2018-SEI,D5011.013g,D5011.A,'','','',Transformer/primary service - Capacity: 350 to <750 kVA - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit and is based upon 500 kVa.
D5011.013h,FEM-2018-SEI,D5011.013h,D5011.A,'','','',Transformer/primary service - Capacity: 350 to <750 kVA - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit and is based upon 500 kVa.
D5011.013i,FEM-2018-SEI,D5011.013i,D5011.A,'','','',Transformer/primary service - Capacity: 350 to <750 kVA - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 500 kVa.
D5011.013j,FEM-2018-SEI,D5011.013j,D5011.A,'','','',Transformer/primary service - Capacity: 750 to 1500 kVA - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit and is based upon 1000 kVa.
D5011.013k,FEM-2018-SEI,D5011.013k,D5011.A,'','','',Transformer/primary service - Capacity: 750 to 1500 kVA - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit and is based upon 1000 kVa.
D5011.013l,FEM-2018-SEI,D5011.013l,D5011.A,'','','',Transformer/primary service - Capacity: 750 to 1500 kVA - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 1000 kVa.
D5012.013a,FEM-2018-SEI,D5012.013a,D5012.A,'','','',Motor Control Center - Capacity: all - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit.
D5012.013b,FEM-2018-SEI,D5012.013b,D5012.A,'','','',Motor Control Center - Capacity: all - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit.
D5012.013c,FEM-2018-SEI,D5012.013c,D5012.A,'','','',Motor Control Center - Capacity: all - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit.
D5012.013d,FEM-2018-SEI,D5012.013d,D5012.A,'','','',Motor Control Center - Capacity: all - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit.
D5012.021a,FEM-2018-SEI,D5012.021a,D5012.B,'','','',Low Voltage Switchgear - Capacity: 100 to <350 Amp - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit and is based upon 225 Amp.
D5012.021b,FEM-2018-SEI,D5012.021b,D5012.B,'','','',Low Voltage Switchgear - Capacity: 350 to <750 Amp - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit and is based upon 400 Amp.
D5012.021c,FEM-2018-SEI,D5012.021c,D5012.B,'','','',Low Voltage Switchgear - Capacity: 750 to <1200 Amp - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit and is based upon 800 Amp.
D5012.021d,FEM-2018-SEI,D5012.021d,D5012.B,'','','',Low Voltage Switchgear - Capacity: 1200 to 2000 Amp - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit and is based upon 1600 Amp.
D5012.023a,FEM-2018-SEI,D5012.023a,D5012.B,'','','',Low Voltage Switchgear - Capacity: 100 to <350 Amp - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit and is based upon 225 Amp.
D5012.023b,FEM-2018-SEI,D5012.023b,D5012.B,'','','',Low Voltage Switchgear - Capacity: 100 to <350 Amp - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit and is based upon 225 Amp.
D5012.023c,FEM-2018-SEI,D5012.023c,D5012.B,'','','',Low Voltage Switchgear - Capacity: 100 to <350 Amp - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 225 Amp.
D5012.023d,FEM-2018-SEI,D5012.023d,D5012.B,'','','',Low Voltage Switchgear - Capacity: 350 to <750 Amp - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit and is based upon 400 Amp.
D5012.023e,FEM-2018-SEI,D5012.023e,D5012.B,'','','',Low Voltage Switchgear - Capacity: 350 to <750 Amp - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit and is based upon 400 Amp.
D5012.023f,FEM-2018-SEI,D5012.023f,D5012.B,'','','',Low Voltage Switchgear - Capacity: 350 to <750 Amp - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 400 Amp.
D5012.023g,FEM-2018-SEI,D5012.023g,D5012.B,'','','',Low Voltage Switchgear - Capacity: 750 to <1200 Amp - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit and is based upon 800 Amp.
D5012.023h,FEM-2018-SEI,D5012.023h,D5012.B,'','','',Low Voltage Switchgear - Capacity: 750 to <1200 Amp - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit and is based upon 800 Amp.
D5012.023i,FEM-2018-SEI,D5012.023i,D5012.B,'','','',Low Voltage Switchgear - Capacity: 750 to <1200 Amp - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 800 Amp.
D5012.023j,FEM-2018-SEI,D5012.023j,D5012.B,'','','',Low Voltage Switchgear - Capacity: 1200 to 2000 Amp - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit and is based upon 1600 Amp.
D5012.023k,FEM-2018-SEI,D5012.023k,D5012.B,'','','',Low Voltage Switchgear - Capacity: 1200 to 2000 Amp - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit and is based upon 1600 Amp.
D5012.023l,FEM-2018-SEI,D5012.023l,D5012.B,'','','',Low Voltage Switchgear - Capacity: 1200 to 2000 Amp - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 1600 Amp.
D5012.031a,FEM-2018-SEI,D5012.031a,D5012.C,'','','',Distribution Panel - Capacity: 100 to <350 Amp - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit and is based upon 225 Amp.
D5012.031b,FEM-2018-SEI,D5012.031b,D5012.C,'','','',Distribution Panel - Capacity: 350 to <750 Amp - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit and is based upon 400 Amp.
D5012.031c,FEM-2018-SEI,D5012.031c,D5012.C,'','','',Distribution Panel - Capacity: 750 to <1200 Amp - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit and is based upon 800 Amp.
D5012.031d,FEM-2018-SEI,D5012.031d,D5012.C,'','','',Distribution Panel - Capacity: 1200 to 2000 Amp - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit and is based upon 1600 Amp.
D5012.033a,FEM-2018-SEI,D5012.033a,D5012.C,'','','',Distribution Panel - Capacity: 100 to <350 Amp - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit and is based upon 225 Amp.
D5012.033b,FEM-2018-SEI,D5012.033b,D5012.C,'','','',Distribution Panel - Capacity: 100 to <350 Amp - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit and is based upon 225 Amp.
D5012.033c,FEM-2018-SEI,D5012.033c,D5012.C,'','','',Distribution Panel - Capacity: 100 to <350 Amp - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 225 Amp.
D5012.033d,FEM-2018-SEI,D5012.033d,D5012.C,'','','',Distribution Panel - Capacity: 350 to <750 Amp - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit and is based upon 400 Amp.
D5012.033e,FEM-2018-SEI,D5012.033e,D5012.C,'','','',Distribution Panel - Capacity: 350 to <750 Amp - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit and is based upon 400 Amp.
D5012.033f,FEM-2018-SEI,D5012.033f,D5012.C,'','','',Distribution Panel - Capacity: 350 to <750 Amp - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 400 Amp.
D5012.033g,FEM-2018-SEI,D5012.033g,D5012.C,'','','',Distribution Panel - Capacity: 750 to <1200 Amp - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit and is based upon 800 Amp.
D5012.033h,FEM-2018-SEI,D5012.033h,D5012.C,'','','',Distribution Panel - Capacity: 750 to <1200 Amp - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit and is based upon 800 Amp.
D5012.033i,FEM-2018-SEI,D5012.033i,D5012.C,'','','',Distribution Panel - Capacity: 750 to <1200 Amp - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 800 Amp.
D5012.033j,FEM-2018-SEI,D5012.033j,D5012.C,'','','',Distribution Panel - Capacity: 1200 to 2000 Amp - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit and is based upon 1600 Amp.
D5012.033k,FEM-2018-SEI,D5012.033k,D5012.C,'','','',Distribution Panel - Capacity: 1200 to 2000 Amp - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit and is based upon 1600 Amp.
D5012.033l,FEM-2018-SEI,D5012.033l,D5012.C,'','','',Distribution Panel - Capacity: 1200 to 2000 Amp - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 1600 Amp.
D5092.011a,FEM-2018-SEI,D5092.011a,D5092.A,'','','',Battery Rack - Capacity: all - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit.
D5092.013a,FEM-2018-SEI,D5092.013a,D5092.A,'','','',Battery Rack - Capacity: all - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit.
D5092.013b,FEM-2018-SEI,D5092.013b,D5092.A,'','','',Battery Rack - Capacity: all - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit.
D5092.013c,FEM-2018-SEI,D5092.013c,D5092.A,'','','',Battery Rack - Capacity: all - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit.
D5092.021a,FEM-2018-SEI,D5092.021a,D5092.B,'','','',Battery Charger - Capacity: all - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit.
D5092.023a,FEM-2018-SEI,D5092.023a,D5092.B,'','','',Battery Charger - Capacity: all - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit.
D5092.023b,FEM-2018-SEI,D5092.023b,D5092.B,'','','',Battery Charger - Capacity: all - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit.
D5092.023c,FEM-2018-SEI,D5092.023c,D5092.B,'','','',Battery Charger - Capacity: all - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit.
D5092.031a,FEM-2018-SEI,D5092.031a,D5092.C,'','','',Diesel generator - Capacity: 100 to <350 kVA - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit and is based upon 250 kVa.
D5092.031b,FEM-2018-SEI,D5092.031b,D5092.C,'','','',Diesel generator - Capacity: 350 to <750 kVA - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit and is based upon 500 kVa.
D5092.031c,FEM-2018-SEI,D5092.031c,D5092.C,'','','',Diesel generator - Capacity: 750 to 1200 kVA - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit and is based upon 1000 kVa.
D5092.031d,FEM-2018-SEI,D5092.031d,D5092.C,'','','',Diesel generator - Capacity: 1200 to 2000 kVa - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit and is based upon 1500 kVa.
D5092.032a,FEM-2018-SEI,D5092.032a,D5092.C,'','','',Diesel generator - Capacity: 100 to <350 kVA - Vibration isolated equipment that is not snubbed or restrained - Anchorage fragility only - Costing is per unit and is based upon 250 kVa.
D5092.032b,FEM-2018-SEI,D5092.032b,D5092.C,'','','',Diesel generator - Capacity: 100 to <350 kVA - Vibration isolated equipment that is not snubbed or restrained - Equipment fragility only - Costing is per unit and is based upon 250 kVa.
D5092.032c,FEM-2018-SEI,D5092.032c,D5092.C,'','','',Diesel generator - Capacity: 100 to <350 kVA - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 250 kVa.
D5092.032d,FEM-2018-SEI,D5092.032d,D5092.C,'','','',Diesel generator - Capacity: 350 to <750 kVA - Vibration isolated equipment that is not snubbed or restrained - Anchorage fragility only - Costing is per unit and is based upon 500 kVa.
D5092.032e,FEM-2018-SEI,D5092.032e,D5092.C,'','','',Diesel generator - Capacity: 350 to <750 kVA - Vibration isolated equipment that is not snubbed or restrained - Equipment fragility only - Costing is per unit and is based upon 500 kVa.
D5092.032f,FEM-2018-SEI,D5092.032f,D5092.C,'','','',Diesel generator - Capacity: 350 to <750 kVA - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 500 kVa.
D5092.032g,FEM-2018-SEI,D5092.032g,D5092.C,'','','',Diesel generator - Capacity: 750 to 1200 kVA - Vibration isolated equipment that is not snubbed or restrained - Anchorage fragility only - Costing is per unit and is based upon 1000 kVa.
D5092.032h,FEM-2018-SEI,D5092.032h,D5092.C,'','','',Diesel generator - Capacity: 750 to 1200 kVA - Vibration isolated equipment that is not snubbed or restrained - Equipment fragility only - Costing is per unit and is based upon 1000 kVa.
D5092.032i,FEM-2018-SEI,D5092.032i,D5092.C,'','','',Diesel generator - Capacity: 750 to 1200 kVA - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 1000 kVa.
D5092.032j,FEM-2018-SEI,D5092.032j,D5092.C,'','','',Diesel generator - Capacity: 1200 to 2000 kVa - Vibration isolated equipment that is not snubbed or restrained - Anchorage fragility only - Costing is per unit and is based upon 1500 kVa.
D5092.032k,FEM-2018-SEI,D5092.032k,D5092.C,'','','',Diesel generator - Capacity: 1200 to 2000 kVa - Vibration isolated equipment that is not snubbed or restrained - Equipment fragility only - Costing is per unit and is based upon 1500 kVa.
D5092.032l,FEM-2018-SEI,D5092.032l,D5092.C,'','','',Diesel generator - Capacity: 1200 to 2000 kVa - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 1500 kVa.
D5092.033a,FEM-2018-SEI,D5092.033a,D5092.C,'','','',Diesel generator - Capacity: 100 to <350 kVA - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit and is based upon 250 kVa.
D5092.033b,FEM-2018-SEI,D5092.033b,D5092.C,'','','',Diesel generator - Capacity: 100 to <350 kVA - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit and is based upon 250 kVa.
D5092.033c,FEM-2018-SEI,D5092.033c,D5092.C,'','','',Diesel generator - Capacity: 100 to <350 kVA - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 250 kVa.
D5092.033d,FEM-2018-SEI,D5092.033d,D5092.C,'','','',Diesel generator - Capacity: 350 to <750 kVA - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit and is based upon 500 kVa.
D5092.033e,FEM-2018-SEI,D5092.033e,D5092.C,'','','',Diesel generator - Capacity: 350 to <750 kVA - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit and is based upon 500 kVa.
D5092.033f,FEM-2018-SEI,D5092.033f,D5092.C,'','','',Diesel generator - Capacity: 350 to <750 kVA - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 500 kVa.
D5092.033g,FEM-2018-SEI,D5092.033g,D5092.C,'','','',Diesel generator - Capacity: 750 to 1200 kVA - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit and is based upon 1000 kVa.
D5092.033h,FEM-2018-SEI,D5092.033h,D5092.C,'','','',Diesel generator - Capacity: 750 to 1200 kVA - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit and is based upon 1000 kVa.
D5092.033i,FEM-2018-SEI,D5092.033i,D5092.C,'','','',Diesel generator - Capacity: 750 to 1200 kVA - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 1000 kVa.
D5092.033j,FEM-2018-SEI,D5092.033j,D5092.C,'','','',Diesel generator - Capacity: 1200 to 2000 kVa - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit and is based upon 1500 kVa.
D5092.033k,FEM-2018-SEI,D5092.033k,D5092.C,'','','',Diesel generator - Capacity: 1200 to 2000 kVa - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit and is based upon 1500 kVa.
D5092.033l,FEM-2018-SEI,D5092.033l,D5092.C,'','','',Diesel generator - Capacity: 1200 to 2000 kVa - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 1500 kVa.
E2022.001,FEM-2018-SEI,E2022.001,E2022.A,'','','',Modular office work stations. - Unanchored and installed per manufacturer's recommendations on a carpeted floor.
E2022.010,FEM-2018-SEI,E2022.010,E2022.B,'','','',"Unsecured fragile objects on shelves, unknown restraint - Costing to be furnished by user. Consequence data assumes 16 SF of damage area."
E2022.011,FEM-2018-SEI,E2022.011,E2022.B,'','','',"Fragile contents secured by museum putty, Velcro or other weak but sticky stuff - Costing to be furnished by user. Consequence data assumes 16 SF of damage area."
E2022.012,FEM-2018-SEI,E2022.012,E2022.B,'','','',Fragile contents on shelves in storage cabinets with latches - Costing to be furnished by user. Consequence data assumes 16 SF of damage area.
E2022.013,FEM-2018-SEI,E2022.013,E2022.B,'','','',"Unsecured fragile objects on shelves, low friction surface - Costing to be furnished by user. Consequence data assumes 16 SF of damage area."
E2022.020,FEM-2018-SEI,E2022.020,E2022.C,'','','',"Home entertainment equipment, unknown installation - Costing to be furnished by user. Consequence data assumes 16 SF of damage area."
E2022.021,FEM-2018-SEI,E2022.021,E2022.C,'','','',Electronic equipment on wall mount brackets - Costing to be furnished by user. Consequence data assumes 16 SF of damage area.
E2022.022,FEM-2018-SEI,E2022.022,E2022.C,'','','',"Desktop electronics including computers, monitors, stereos, etc on a slip resistant surface - Costing to be furnished by user. Consequence data assumes 16 SF of damage area."
E2022.023,FEM-2018-SEI,E2022.023,E2022.C,'','','',"Desktop electronics including computers, monitors, stereos, etc, smooth surface - Costing to be furnished by user. Consequence data assumes 16 SF of damage area."
E2022.102a,FEM-2018-SEI,E2022.102a,E2022.D,'','','',"Bookcase, 2 shelves, unanchored laterally - Standard bookcase, unanchored laterally. Bookcase is 12-5/8"" deep x 29"" tall"
E2022.102b,FEM-2018-SEI,E2022.102b,E2022.D,'','','',"Bookcase, 2 shelves, anchored laterally - Standard bookcase, anchored laterally. Bookcase is 12-5/8"" deep x 29"" tall."
E2022.103a,FEM-2018-SEI,E2022.103a,E2022.D,'','','',"Bookcase, 3 shelves, unanchored laterally - Standard bookcase, unanchored laterally. Bookcase is 12-5/8"" deep x 41"" tall"
E2022.103b,FEM-2018-SEI,E2022.103b,E2022.D,'','','',"Bookcase, 3 shelves, anchored laterally - Standard bookcase, anchored laterally. Bookcase is 12-5/8"" deep x 41"" tall."
E2022.104a,FEM-2018-SEI,E2022.104a,E2022.D,'','','',"Bookcase, 4 shelves, unanchored laterally - Standard bookcase, unanchored laterally. Bookcase is 12-5/8"" deep x 56"" tall"
E2022.104b,FEM-2018-SEI,E2022.104b,E2022.D,'','','',"Bookcase, 4 shelves, anchored laterally - Standard bookcase, anchored laterally. Bookcase is 12-5/8"" deep x 56"" tall."
E2022.105a,FEM-2018-SEI,E2022.105a,E2022.D,'','','',"Bookcase, 5 shelves, unanchored laterally - Standard bookcase, unanchored laterally. Bookcase is 12-5/8"" deep x 71"" tall"
E2022.105b,FEM-2018-SEI,E2022.105b,E2022.D,'','','',"Bookcase, 5 shelves, anchored laterally - Standard bookcase, anchored laterally. Bookcase is 12-5/8"" deep x 71"" tall."
E2022.106a,FEM-2018-SEI,E2022.106a,E2022.D,'','','',"Bookcase, 6 shelves, unanchored laterally - Standard bookcase, unanchored laterally. Bookcase is 12-5/8"" deep x 81-1/4"" tall"
E2022.106b,FEM-2018-SEI,E2022.106b,E2022.D,'','','',"Bookcase, 6 shelves, anchored laterally - Standard bookcase, anchored laterally. Bookcase is 12-5/8"" deep x 81-1/4"" tall."
E2022.112a,FEM-2018-SEI,E2022.112a,E2022.E,'','','',"Vertical Filing Cabinet, 2 drawer, unanchored laterally - Filing cabinet, unanchored laterally. Cabinet has 2 drawers and is 15"" deep x 24"" tall"
E2022.112b,FEM-2018-SEI,E2022.112b,E2022.E,'','','',"Vertical Filing Cabinet, 2 drawer, anchored laterally - Filing cabinet, anchored laterally. Cabinet has 2 drawers and is 15"" deep x 24"" tall"
E2022.114a,FEM-2018-SEI,E2022.114a,E2022.E,'','','',"Vertical Filing Cabinet, 4 drawer, unanchored laterally - Filing cabinet, unanchored laterally. Cabinet has 4 drawers and is 15"" deep x 52"" tall"
E2022.114b,FEM-2018-SEI,E2022.114b,E2022.E,'','','',"Vertical Filing Cabinet, 4 drawer, anchored laterally - Filing cabinet, anchored laterally. Cabinet has 4 drawers and is 15"" deep x 52"" tall"
E2022.124a,FEM-2018-SEI,E2022.124a,E2022.E,'','','',"Lateral Filing Cabinet, 2 drawer, unanchored laterally - Filing cabinet, unanchored laterally. Cabinet has 4 drawers and is 18.6"" deep x 52.5"" tall"
E2022.124b,FEM-2018-SEI,E2022.124b,E2022.E,'','','',"Lateral Filing Cabinet, 2 drawer, anchored laterally - Filing cabinet, anchored laterally. Cabinet has 4 drawers and is 18.6"" deep x 52.5"" tall"
E2022.125a,FEM-2018-SEI,E2022.125a,E2022.E,'','','',"Lateral Filing Cabinet, 4 drawer, unanchored laterally - Filing cabinet, unanchored laterally. Cabinet has 5 drawers and is 18.6"" deep x 67.75"" tall"
E2022.125b,FEM-2018-SEI,E2022.125b,E2022.E,'','','',"Lateral Filing Cabinet, 4 drawer, anchored laterally - Filing cabinet, anchored laterally. Cabinet has 5 drawers and is 18.6"" deep x 67.75"" tall"
F1012.001,FEM-2018-SEI,F1012.001,F1012.A,'','','',"Storage racks designed and installed before 2007, big box retail (12' to 15' tall) - Standard pallet back to back storage rack. Three to five levels tall with total height from 15 to 20 ft. Costing assumes one single side access rack. Costing of rack and restocking based upon 50 LF of rack. Costing of rack contents to be furnished by user."
D2021.011a,FEM-2018-SEI,D2021.011a,D2022.A,'','','',"Cold or Hot Potable - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC A or B, PIPING FRAGILITY - Potable water. Costing based upon 1000 ft segments."
D2021.011b,FEM-2018-SEI,D2021.011b,D2022.A,'','','',"Cold or Hot Potable - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC A or B, BRACING FRAGILITY - Potable water. Costing based upon 1000 ft segments."
D2021.012a,FEM-2018-SEI,D2021.012a,D2022.A,'','','',"Cold or Hot Potable - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC C, PIPING FRAGILITY - Potable water. Costing based upon 1000 ft segments."
D2021.012b,FEM-2018-SEI,D2021.012b,D2022.A,'','','',"Cold or Hot Potable - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC C, BRACING FRAGILITY - Potable water. Costing based upon 1000 ft segments."
D2021.013a,FEM-2018-SEI,D2021.013a,D2022.A,'','','',"Cold or Hot Potable - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC D, E, or F, PIPING FRAGILITY - Potable water. Costing based upon 1000 ft segments."
D2021.013b,FEM-2018-SEI,D2021.013b,D2022.A,'','','',"Cold or Hot Potable - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC D, E, or F, BRACING FRAGILITY - Potable water. Costing based upon 1000 ft segments."
D2021.014a,FEM-2018-SEI,D2021.014a,D2022.A,'','','',"Cold or Hot Potable - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC D, E, or F (OSHPD or sim), PIPING FRAGILITY - Potable water. Costing based upon 1000 ft segments."
